CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
LABUHAN BATU,1207,61.37,27.32,2.83,13.54,1.19,28.37,15.92
ASAHAN,1208,59.57,29.28,4.08,8.35,2.37,31.39,12.17
SIMALUNGUN,1209,55.84,31.29,4.22,8.55,4.77,35.86,12.52
DAIRI,1210,63.1,19.47,8.45,9,5.69,24.1,17.46
KARO,1211,56.68,21.58,12.25,11.52,2.62,24.01,23.59
DELI SERDANG,1212,44.58,33.72,10.32,12.98,3.64,37.18,23.07
LANGKAT,1213,50.91,38.31,5.78,8.67,1.42,39.55,14.47
NIAS SELATAN,1214,92.51,3.71,1.24,3.89,0.33,3.95,5.2
HUMBANG HASUNDUTAN,1215,75.6,16.67,3.92,4.18,4.47,20.75,8.09
PAKPAK BHARAT,1216,64.16,13.2,18.24,10.65,1.27,14.53,28.14
SAMOSIR,1217,78.08,15.89,5.55,3.48,2.8,19.56,8.92
SERDANG BEDAGAI,1218,37.36,45.5,8.29,10.21,3.39,48.66,18.52
BATU BARA,1219,50.14,31.13,6.59,11.71,4.32,35.18,18.32
PADANG LAWAS UTARA,1220,70.54,26.98,4.1,3.88,0.82,26.69,7.78
PADANG LAWAS,1221,70.3,23.45,8.79,2.11,0.66,24,10.95
LABUHAN BATU SELATAN,1222,69.92,20.94,4.83,8.39,0.81,21.07,12.91
LABUHAN BATU UTARA,1223,63.87,30.36,4.29,5.81,1.49,31.44,9.89
NIAS UTARA,1224,93.8,2.99,1.48,5.09,0.31,3.37,6.68
NIAS BARAT,1225,92.78,2.36,0.96,6.45,0,2.75,8.18
KOTA SIBOLGA,1271,76.53,16.8,1.77,6.01,0.98,17.75,7.75
KOTA TANJUNG BALAI,1272,50.82,39.39,3.19,9.25,1.84,39.76,12.12
KOTA PEMATANG SIANTAR,1273,57.96,32.03,3.49,9.06,3.98,35.07,12.41
KOTA TEBING TINGGI,1274,44.7,39.4,10.85,8.06,3.01,44.24,18.72
KOTA MEDAN,1275,46.91,27.66,11.53,15.18,4.81,32.14,26.43
KOTA BINJAI,1276,49.19,35.87,8.94,10.39,1.74,36.73,19.4
KOTA PADANGSIDIMPUAN,1277,62.47,27.82,7.72,8.45,0.76,27.6,15.4
GUNUNGSITOLI,1278,92.95,1.35,0.61,6.53,0.26,1.6,7.13
KEPULAUAN MENTAWAI,1301,95.77,1.91,1.16,0,0,2.24,2.07
PESISIR SELATAN,1302,63.28,29.5,3.73,6.58,0.56,30.14,10.49
SOLOK,1303,74.52,13.1,5.69,8.94,1.42,14.69,14.43
SIJUNJUNG,1304,88.53,6.27,2.87,2.6,0.89,7.51,5.42
TANAH DATAR,1305,56.95,24.63,10.01,9.57,2.93,27.68,19.5
PADANG PARIAMAN,1306,55.19,26.43,5.42,14.36,2.93,29.33,19.69
AGAM,1307,50.17,29.9,5.95,14.1,4.45,34.28,20.14
LIMA PULUH KOTA,1308,58.07,26.55,7.2,10.25,1.64,28.02,17.65
PASAMAN,1309,71.76,19.47,6.15,5.05,1.2,20.8,11.18
SOLOK SELATAN,1310,88.87,7.44,4.05,2.97,0.89,8.18,6.75
DHARMASRAYA,1311,69.96,20.04,6.1,6.78,1.09,20.24,12.89
PASAMAN BARAT,1312,60.05,24.75,6.87,8.1,4.43,29.28,14.43
KOTA PADANG,1371,58.24,27.51,4.4,12.4,2.27,29.8,16.74
KOTA SOLOK,1372,50.9,42.19,3.65,6.81,1.47,43.99,10.25
KOTA SAWAH LUNTO,1373,76.46,12.22,3.28,7.43,6.25,18.84,10.56
KOTA PADANG PANJANG,1374,50.98,25.87,5.28,14.04,4.53,30.55,19.12
KOTA BUKIT TINGGI,1375,50.06,28.24,5.54,17.36,3.58,31.02,23.15
PAYAKUMBUH,1376,57.8,25.24,7.2,13.1,1.78,26.7,20.18
KOTA PARIAMAN,1377,53.54,32.55,4.58,10.99,5.18,36.6,14.98
KUANTAN SINGINGI,1401,76.48,15.45,5.23,3.73,1.75,17.05,9.17
INDRAGIRI HULU,1402,73.06,17.3,3.11,9.2,1.07,18.17,12.4
INDRAGIRI HILIR,1403,80.5,14.89,2.57,4.19,0.91,15.82,7.01
PELALAWAN,1404,79.78,15.29,5.46,2.28,1.15,16.54,7.76
S I A K,1405,72.66,11.73,7.13,3.68,8.63,20.34,11.09
KAMPAR,1406,66,20.51,8.38,5.75,3.58,24.12,13.99
ROKAN HULU,1407,77.71,17.88,3.8,3.96,0.79,18.36,7.72
BENGKALIS,1408,70.11,21.28,4,5.57,1.04,22.37,9.13
ROKAN HILIR,1409,72.69,14.89,3.39,11.93,1.32,16.06,15.54
KEPULAUAN MERANTI,1410,81.11,9.88,1.75,5.84,0.74,10.18,7.87
KOTA PEKANBARU,1471,59.31,19.01,7.67,14.49,4.44,23.4,22.04
KOTA DUMAI,1473,63.81,24.66,4.12,7.71,3.87,28.03,11.83
KERINCI,1501,80.23,6.81,10.38,4.55,1.34,8.14,14.66
MERANGIN,1502,68.68,10.24,17.18,5.87,2.22,12.68,22.69
SAROLANGUN,1503,78,6.43,10.87,7.16,2.86,8.92,18.2
BATANG HARI,1504,55.51,22.49,16.51,8.11,2.43,25.09,24.52
MUARO JAMBI,1505,48.67,20.27,14.05,18.33,3.62,23.81,32.16
TANJUNG JABUNG TIMUR,1506,63.4,8.86,23.89,5.46,1.41,10.35,29.38
TANJUNG JABUNG BARAT,1507,64.17,16.16,12.43,6.14,5.13,21.42,18.47
TEBO,1508,59.43,22.53,13,8.47,1.17,23.62,21.63
BUNGO,1509,57.09,28.18,13.4,5.45,1.26,29.1,18.78
KOTA JAMBI,1571,50.84,18.35,15.09,17.54,3.4,21.89,32.33
SUNGAI PENUH,1572,79.85,6.51,9.79,5.47,0.93,7.38,15.39
OGAN KOMERING ULU,1601,43.81,20.08,28.27,7.03,6.47,26.5,35.62
OGAN KOMERING ILIR,1602,39.64,24.46,31.49,6.88,4.21,28.9,37.35
MUARA ENIM,1603,37.17,22.62,31.9,5.75,8.31,30.81,37.47
LAHAT,1604,49.8,30.03,13.17,5.53,6.91,36.48,18.76
MUSI RAWAS,1605,53.04,27.19,18.09,6.74,1.32,28.06,25.17
MUSI BANYUASIN,1606,53.85,27.56,16.71,4.27,3.81,31.37,20.37
BANYU ASIN,1607,40.13,24.68,17.38,16.64,6.82,31.3,33.75
OGAN KOMERING ULU SELATAN,1608,51.31,9.46,38.82,4.6,0.91,10.63,43.13
OGAN KOMERING ULU TIMUR,1609,31.51,20.19,43.56,9.41,1.46,21.4,51.84
OGAN ILIR,1610,34.59,27.38,22.79,7.61,13.43,39.68,29.79
EMPAT LAWANG,1611,53.88,28.37,17.54,2.67,3.04,31.47,20.51
PENUKAL ABAB LEMATANG ILIR,1612,65.48,23.72,10.73,4.22,1.99,26.1,14.4
MUSI RAWAS UTARA,1613,68.24,12.04,23.02,3.39,0.8,12.75,25.71
KOTA PALEMBANG,1671,39.91,26.2,13.83,17.63,8.45,34.28,31.08
KOTA PRABUMULIH,1672,39.92,30.81,11.32,12.41,10.8,41.68,23.82
KOTA PAGAR ALAM,1673,50.96,23.57,17.9,10.7,2.34,26.17,28.11
KOTA LUBUKLINGGAU,1674,53.63,26.22,12.09,12.19,1.88,28.75,23.49
BENGKULU SELATAN,1701,67.64,7.85,20.57,8.52,0.73,8.5,28.5
REJANG LEBONG,1702,42.54,27.47,24.83,10.13,0.86,28.34,34.36
BENGKULU UTARA,1703,70.59,9.68,20.87,1.6,0.81,10.19,22.38
KAUR,1704,73.53,10.63,17.05,2.69,1.15,11.57,19.44
SELUMA,1705,58.34,19.18,18.45,7.33,0.8,19.15,25.64
MUKOMUKO,1706,76.62,7.09,15.32,3.08,0.84,7.98,18.21
LEBONG,1707,69.51,7.08,23.34,1.5,0.58,7.78,25.49
KEPAHIANG,1708,62.13,24.44,13.91,3.27,0.45,24.92,17.17
BENGKULU TENGAH,1709,61.9,23.8,14.61,4.08,0.62,24.07,18.76
KOTA BENGKULU,1771,51.59,18.85,19.29,14.64,0.64,19.55,33.65
LAMPUNG BARAT,1801,37.38,25.34,37.95,3.78,1.09,26.46,41.87
TANGGAMUS,1802,43.68,28.02,23.35,8.06,1.45,29.48,31.03
LAMPUNG SELATAN,1803,23.52,27.73,30.58,17.42,5.48,33.02,47.32
LAMPUNG TIMUR,1804,31.89,24.86,30.71,5.74,10.86,35.57,36.45
LAMPUNG TENGAH,1805,27.33,29.76,32.84,7.53,7.3,36.64,40.29
LAMPUNG UTARA,1806,29.61,34.29,26,12.23,3.55,37.61,37.88
WAY KANAN,1807,35.8,21.26,40.55,5.04,2.38,23.38,44.86
TULANGBAWANG,1808,53.29,16.99,29.13,2.65,2.25,18.62,31.6
PESAWARAN,1809,29.4,27.45,24.41,10.05,12.93,40.19,33.77
PRINGSEWU,1810,30.21,21.48,31.98,9.3,12.07,33.07,41.15
MESUJI,1811,55.94,8.12,30.97,6.85,2.23,10.63,37.57
TULANG BAWANG BARAT,1812,44.63,23.69,32.66,3.67,2,24.89,35.12
PESISIR BARAT,1813,55.33,14.24,28.47,7.58,1.65,15.98,35.74
KOTA BANDAR LAMPUNG,1871,32.78,21.04,24.29,21.76,5.23,26.1,45.53
KOTA METRO,1872,32.01,21.92,25.92,16.8,9.04,29.8,41.63
BANGKA,1901,45.35,37.58,13.76,4.75,3.05,40.22,18.24
BELITUNG,1902,43.78,53.43,3.97,1.11,0.71,53.72,5.07
BANGKA BARAT,1903,55.01,27.94,13.91,2.98,3.4,31.67,17.31
BANGKA TENGAH,1904,41.75,45.23,11.03,2.95,2.81,47.53,13.7
BANGKA SELATAN,1905,42.17,49.76,5.95,2.74,3.12,52.79,8.58
BELITUNG TIMUR,1906,61.72,36.08,3.42,0.7,0.8,37.59,4.14
KOTA PANGKALPINANG,1971,44.6,35.25,13.86,6.62,4.68,39.2,19.99
KARIMUN,2101,70.68,14.57,9.25,3.5,1.75,16.33,12.98
BINTAN,2102,51.31,39.78,5.94,4.31,1.59,40.87,10.23
NATUNA,2103,77.11,15.91,3.34,0.92,6.23,22.15,4.2
LINGGA,2104,76.69,18.73,6.92,1.3,0.91,19.56,8.12
KEPULAUAN ANAMBAS,2105,90.35,2.58,0.73,0,6.81,8.66,1.06
KOTA BATAM,2171,59.37,17.93,11.71,11.83,2.29,20.13,23.46
KOTA TANJUNG PINANG,2172,60.08,29.87,6.15,5.65,1.35,30.8,11.17
KEPULAUAN SERIBU,3101,41.98,16.77,37.04,3.5,3.19,18.62,42.28
JAKARTA SELATAN,3171,38.39,19.97,28.26,12.59,5.17,24.93,40.52
JAKARTA TIMUR,3172,37.22,18.68,26.91,14.84,6.97,25.46,41.31
JAKARTA PUSAT,3173,37.61,19.35,27.16,12.68,7.12,26.31,39.5
JAKARTA BARAT,3174,33.52,19.52,29.11,14.79,7.35,26.69,43.62
JAKARTA UTARA,3175,31.11,21.22,29.81,13.88,8.12,29.11,43.27
BOGOR,3201,22.94,22.09,36.36,15.55,7.3,29.22,51.42
SUKABUMI,3202,14.75,20.84,58.44,6.25,3.54,24.16,64.2
CIANJUR,3203,17.86,36.1,41.79,6.24,2.6,38.46,47.75
BANDUNG,3204,31.52,33.78,16.98,13.38,8.8,42.24,30.09
GARUT,3205,34.85,30.4,15.57,17.48,7.19,37.27,32.74
TASIKMALAYA,3206,50.16,22.68,19.27,8.08,3.64,26.21,27.17
CIAMIS,3207,45.67,24.58,20.63,8.6,5.11,29.51,28.87
KUNINGAN,3208,27.67,29.85,25.74,18.96,2.59,32.5,44.09
CIREBON,3209,27.26,37.84,11.4,20.22,7.23,44.72,31.43
MAJALENGKA,3210,36.61,28.43,22.1,12.67,4.42,32.57,34.46
SUMEDANG,3211,39,29.34,19.09,10.36,7.03,36.18,29.17
INDRAMAYU,3212,27.33,47.73,9.8,15.07,2.75,50.37,24.76
SUBANG,3213,35.31,42.24,12.35,10.36,3.31,45.42,22.53
PURWAKARTA,3214,20.15,51.36,18.16,10.84,3.48,54.65,28.93
KARAWANG,3215,20.06,23.8,40.73,15.15,4.39,27.94,55.42
BEKASI,3216,30.61,18.02,31.8,16.08,8.24,26.03,47.17
BANDUNG BARAT,3217,26.5,38.35,21.5,11.48,6.79,44.85,32.74
PANGANDARAN,3218,58.78,15.39,21.1,3.49,4.48,19.7,25.13
KOTA BOGOR,3271,21.55,20.23,35.9,19.32,7.46,27.5,54.75
KOTA SUKABUMI,3272,16.88,22.48,51.05,10.58,2.77,25.78,61.91
KOTA BANDUNG,3273,34.44,26.95,17.51,17.84,8.29,34.88,35.13
KOTA CIREBON,3274,32.59,26.93,10.75,25.68,8.48,35.28,36.12
KOTA BEKASI,3275,32.11,18.29,27.45,19.1,7.96,26.04,46.13
KOTA DEPOK,3276,31.5,20.3,25.66,19.51,7.33,27.45,44.86
KOTA CIMAHI,3277,32.75,22.98,20.46,19.26,8.67,31.29,39.41
KOTA TASIKMALAYA,3278,41.52,28.8,18.83,12.33,3.45,31.99,30.86
KOTA BANJAR,3279,37.42,25.09,19.65,18.05,6.12,30.67,35.87
CILACAP,3301,25.01,18.11,26.07,9.9,24.96,42.56,35.6
BANYUMAS,3302,31,18.94,29.46,10.31,14.5,33.13,39.41
PURBALINGGA,3303,27.24,20.76,32.11,9.24,14.47,34.91,41.23
BANJARNEGARA,3304,40.31,13.73,24.61,8.23,17.33,30.64,32.37
KEBUMEN,3305,29.96,25.61,20.48,10.73,17.41,42.36,30.96
PURWOREJO,3306,41.4,12.52,22.87,10.66,15.45,27.53,33.61
WONOSOBO,3307,38.81,15.96,23.41,9.85,15.15,30.8,33.02
MAGELANG,3308,27.14,20.88,32.83,8.31,14.93,35.63,40.83
BOYOLALI,3309,30.32,14.58,34.11,8.53,16.2,30.42,42.27
KLATEN,3310,23,18.04,37.01,12.09,13.18,31.02,48.85
SUKOHARJO,3311,27.14,19.18,31.84,13.04,12.24,31.34,44.67
WONOGIRI,3312,46.6,17.72,19.75,9.21,10.62,28.15,28.7
KARANGANYAR,3313,33.09,17.77,27.79,12.76,11.92,29.75,40.03
SRAGEN,3314,37.94,14.59,24.2,7.75,18.85,33.26,31.76
GROBOGAN,3315,28.93,11.57,22.1,9.52,31.74,43.02,31.36
BLORA,3316,33.5,13.32,16.48,8.26,32.04,44.88,24.62
REMBANG,3317,35.56,13.96,13.81,14.64,25.07,38.49,28.51
PATI,3318,39.33,12.03,19.46,16.35,16.1,27.97,35.46
KUDUS,3319,21.14,18.61,36.43,12.93,14.61,32.79,48.95
JEPARA,3320,26.17,19.37,21.44,20.63,16.44,35.6,41.64
DEMAK,3321,21.92,15.04,23.32,14.72,28.38,43.27,37.82
SEMARANG,3322,25.51,20.53,30.91,11.67,15.49,35.78,42.08
TEMANGGUNG,3323,29.76,17.48,29.02,9.62,17.91,35.17,38.08
KENDAL,3324,23.45,29.7,16.96,16.55,16.9,46.13,33.65
BATANG,3325,33.11,20.56,34.79,6.86,8.23,28.3,41.65
PEKALONGAN,3326,23.12,17.96,44.9,9.27,8.71,26.77,53.73
PEMALANG,3327,27.04,31.63,22.08,11.41,11.86,43.05,33.27
TEGAL,3328,22.5,29.34,25.31,11.92,15.41,44,37.04
BREBES,3329,17.33,34.11,29.67,10.25,12.17,45.73,39.71
KOTA MAGELANG,3371,25.49,18.49,38.66,10.52,11.09,29.03,48.28
KOTA SURAKARTA,3372,31.64,17.55,27.88,16.74,10.64,27.89,44.32
KOTA SALATIGA,3373,27.35,20.42,31.83,11.34,11.74,31.14,43.85
KOTA SEMARANG,3374,30.56,16.46,21.61,19.41,16.41,32.61,40.62
KOTA PEKALONGAN,3375,18.82,26.03,40.6,12.35,7.46,33.4,52.22
KOTA TEGAL,3376,22.15,28.44,23.89,19.65,10.75,38.93,42.99
KULON PROGO,3401,33.68,20.91,24.79,9.88,16.01,35.97,34.35
BANTUL,3402,28.45,18.77,20.4,22.14,14.48,32.94,42.2
GUNUNG KIDUL,3403,30.1,27.16,17.67,8.67,19.73,46.36,25.94
SLEMAN,3404,36.64,19.36,20.56,16.33,11.34,30.63,36.49
KOTA YOGYAKARTA,3471,32.42,19.49,19.69,21.8,11.39,30.52,41
PACITAN,3501,46.02,41.65,7.07,4.03,3.92,45.5,11.18
PONOROGO,3502,43.9,17.07,22.98,9.82,8.65,25.48,32.72
TRENGGALEK,3503,61.91,18.7,16.11,3.36,1.91,20.32,19.75
TULUNGAGUNG,3504,35.59,13.72,42.91,7.33,2.68,16.45,50.13
BLITAR,3505,25.07,8.92,60.45,4.19,3.29,12.1,64.28
KEDIRI,3506,28.4,16.51,49.8,5.59,2.47,18.77,55.28
MALANG,3507,39.17,15.58,28.56,11.47,8.05,23.54,39.84
LUMAJANG,3508,40.36,20,33.58,4.37,3.83,23.85,37.68
JEMBER,3509,48.04,16.75,26.61,7.09,4.76,21.48,33.43
BANYUWANGI,3510,47.78,25.83,19.79,4.84,4.06,29.63,24.62
BONDOWOSO,3511,50.76,19.33,26.05,4.88,2.22,21.14,30.83
SITUBONDO,3512,47.69,23.88,19.74,7.86,2.87,27.36,27.64
PROBOLINGGO,3513,39.69,28.08,19.51,13.71,3.57,31.79,33.1
PASURUAN,3514,28.47,18.26,40.53,9.41,6.12,24.21,49.64
SIDOARJO,3515,32.06,18.92,26.3,17,9.58,28.34,42.93
MOJOKERTO,3516,26.2,18.55,45.49,7.23,5.8,24.29,52.45
JOMBANG,3517,24.59,15.12,53.3,6.13,3.81,18.82,59.2
NGANJUK,3518,34.69,18.16,38.71,8.44,2.99,21.33,46.77
MADIUN,3519,35.97,16.6,33.81,10.1,5.98,22.63,43.69
MAGETAN,3520,32.52,11.91,43.71,10.84,4.37,15.81,53.96
NGAWI,3521,33.48,14.12,44.61,5,5.1,19.18,49.5
BOJONEGORO,3522,35.24,13.82,37.13,7.27,9.72,23.34,44.3
TUBAN,3523,30.93,18.81,31.62,9.77,12.6,31.14,41.11
LAMONGAN,3524,24.08,12.94,51.99,7.55,6,18.92,59.13
GRESIK,3525,31.1,18.01,37.37,8.72,7.39,25.3,45.81
BANGKALAN,3526,26,42.16,25.14,6.08,3.9,45.78,31.11
SAMPANG,3527,22.76,53.87,18.09,5.29,2.35,56.16,23.62
PAMEKASAN,3528,22.08,62.6,10.92,5.78,2.12,64.48,16.55
SUMENEP,3529,29.27,60.28,8.19,3.58,1.9,62.16,11.73
KOTA KEDIRI,3571,32.69,16.57,41.68,8.6,2.56,18.6,51.02
KOTA BLITAR,3572,26.6,11.05,56.2,5.5,3.06,14.16,62.15
KOTA MALANG,3573,41.57,19.16,21.46,13.96,7.45,26.37,35.12
KOTA PROBOLINGGO,3574,45.41,20.87,16.6,17.66,3.72,24.81,33.5
KOTA PASURUAN,3575,31.21,27.88,30.03,9.41,5.1,32.8,38.93
KOTA MOJOKERTO,3576,24.18,18.63,45.18,8.7,6.61,24.77,54.25
KOTA MADIUN,3577,36.78,15.92,27.55,16.39,6.42,21.58,43.69
KOTA SURABAYA,3578,37.48,21.12,23.22,13.19,9.04,29.9,36.08
KOTA BATU,3579,42.74,17.84,24.88,12.29,6.01,24.34,37.06
PANDEGLANG,3601,16.45,52.15,25.17,7.04,2.7,54.61,31.99
LEBAK,3602,19.18,36.45,37,7.4,3.78,40.21,44.21
TANGERANG,3603,28.99,25.85,25.46,15.04,8.56,34.16,40.13
SERANG,3604,20.16,47.27,21.34,8.42,6.87,53.84,29.47
KOTA TANGERANG,3671,29.73,21.49,24.75,19.93,8.73,29.96,44.16
KOTA CILEGON,3672,29.4,38.75,10.94,21.06,4.59,43.11,31.64
KOTA SERANG,3673,22.98,47.18,11.82,18.28,4.45,51.47,29.91
KOTA TANGERANG SELATAN,3674,35.08,22.21,24.62,14.92,7.15,29.29,39.22
JEMBRANA,5101,24.95,43.36,20.25,3.61,9.04,52.72,24.14
TABANAN,5102,32.5,34.4,23.77,4.99,6.25,40.44,28.84
BADUNG,5103,38.91,27.65,20.45,7.43,6.73,34.19,27.68
GIANYAR,5104,32.95,39.6,17.02,6.14,5.43,45.07,23.3
KLUNGKUNG,5105,38.1,39.2,15.1,3.06,6.32,45.45,18.18
BANGLI,5106,34.99,43.89,16.24,1.76,4.96,48.01,17.08
KARANG ASEM,5107,35.38,29.53,26.69,2.65,7.95,37.24,29.41
BULELENG,5108,24.28,41.6,16.39,4.58,14.93,56.66,20.93
KOTA DENPASAR,5171,41.79,27.21,16.36,12.56,5.44,32.48,28.81
LOMBOK BARAT,5201,19.02,73.21,3.66,4.82,1.44,74.3,8.57
LOMBOK TENGAH,5202,12.97,79.04,4.21,3.78,1.04,79.8,7.93
LOMBOK TIMUR,5203,11.39,81.89,3.04,3.02,0.87,82.54,6.02
SUMBAWA,5204,65.98,29.36,4.47,1.45,2.1,31.57,5.73
DOMPU,5205,60.58,30.79,6.27,3.86,2.99,33.38,10.03
BIMA,5206,73.81,19.02,3.58,2.85,4.3,22.98,6.49
SUMBAWA BARAT,5207,80.88,15.51,3.11,1.67,1.51,17.27,4.64
LOMBOK UTARA,5208,31.91,65.19,1.99,3.32,0.74,65.55,5.31
KOTA MATARAM,5271,25.2,64.74,4,7.78,1.66,66.4,11.71
KOTA BIMA,5272,80.05,12.55,3.81,3.76,3.81,16.28,7.53
SUMBA BARAT,5301,90.34,1.63,4.53,6.58,0.51,2.18,11.14
SUMBA TIMUR,5302,85.43,2.64,4.71,9.28,1.64,4.12,13.8
KUPANG,5303,79,9.82,8.85,3.41,1.41,11.22,12.07
TIMOR TENGAH SELATAN,5304,91.27,3.31,3.87,3.47,0.51,3.92,7.16
TIMOR TENGAH UTARA,5305,89.18,5.35,5.24,2.7,0.51,5.84,7.94
BELU,5306,93.44,2.13,2.47,2.45,0.33,2.47,4.96
ALOR,5307,91.88,3.3,4.19,2.55,0.56,3.75,6.99
LEMBATA,5308,94.61,1.26,1.26,3.17,0.2,1.44,4.38
FLORES TIMUR,5309,90.65,1.54,4.43,4.96,0.45,1.85,9.21
SIKKA,5310,91.65,1.92,4.7,4.41,0.44,2.35,8.67
ENDE,5311,88.07,4.04,4.5,5.2,1.24,5.22,9.74
NGADA,5312,90.35,2.24,4.77,3.78,0.76,3.01,8.57
MANGGARAI,5313,84.52,6.4,5.81,7.78,0.77,6.74,13.28
ROTE NDAO,5314,91.38,2.27,4.13,3.12,0.31,2.49,6.91
MANGGARAI BARAT,5315,86.34,5.16,6.37,5.07,0.65,5.83,11.22
SUMBA TENGAH,5316,92.92,1.97,2.57,7.75,0,2.28,10.27
SUMBA BARAT DAYA,5317,89.9,1.58,5.01,5.59,0.8,2.36,10.48
NAGEKEO,5318,89.57,3.57,3.15,3.31,2.7,6.38,6.47
MANGGARAI TIMUR,5319,88.33,4.38,4.59,4.56,0.4,4.87,9.25
SABU RAIJUA,5320,97.93,0,0.4,0,0,0,0.4
MALAKA,5321,89.28,4.33,3.07,3.96,0.74,5.11,6.9
KOTA KUPANG,5371,78.49,10.27,9.79,3.78,1.4,11.73,13.46
SAMBAS,6101,36.89,23.2,26.61,11.1,0.77,23.84,37.75
BENGKAYANG,6102,39.96,17.32,34.9,10.19,1.18,18.6,44.88
LANDAK,6103,54.15,15.47,27,6.18,0.66,15.88,33.11
MEMPAWAH,6104,23.79,31.65,23.61,22.15,1.69,32.84,46.29
SANGGAU,6105,47.75,7.75,40.5,7.49,0.51,8.24,47.52
KETAPANG,6106,62.02,2.99,16.37,21.79,0.34,3.38,37.95
SINTANG,6107,52.14,6.71,42.59,3.77,0.39,7.11,45.87
KAPUAS HULU,6108,62.95,1.54,37.37,3.22,0.33,1.89,40.33
SEKADAU,6109,49.48,8.95,41.95,3.61,0.35,9.28,45.38
MELAWI,6110,72.13,1.94,25.99,3.66,0.29,2.27,29.01
KAYONG UTARA,6111,55.52,1.66,26.16,21.34,0.37,1.98,47.8
KUBU RAYA,6112,34.44,14.91,33.11,20.01,2.13,17.09,52.29
KOTA PONTIANAK,6171,32.32,13.89,28.68,27.68,1.83,15.71,55.45
KOTA SINGKAWANG,6172,28.36,25.29,20.42,26.14,2.17,27.52,46.17
KOTA WARINGIN BARAT,6201,49.85,10.14,41.21,3.9,0.62,10.86,44.91
KOTA WARINGIN TIMUR,6202,45.71,12.19,37.56,8.89,0.55,12.54,46.44
KAPUAS,6203,61.19,16.27,19.19,6.9,2.07,17.48,25.67
BARITO SELATAN,6204,79.92,5.91,12.39,2.28,0.57,6.77,14.94
BARITO UTARA,6205,73.82,2.69,25.02,1.35,0.12,2.83,26.55
SUKAMARA,6206,72.25,5.04,25.7,1.23,0.81,5.96,26.54
LAMANDAU,6207,70.7,2.9,27.83,1.07,0.39,3.1,29.4
SERUYAN,6208,63.99,4.8,34.5,1.07,0.49,4.97,34.74
KATINGAN,6209,66.92,7.93,25.37,5.4,0.45,8.47,30.2
PULANG PISAU,6210,71.69,15,14.57,1.41,0.5,15.74,16.08
GUNUNG MAS,6211,85.25,8.05,7.23,1,0.35,8.48,7.94
BARITO TIMUR,6212,71.36,9.85,19.64,1.62,0.78,10.85,21.45
MURUNG RAYA,6213,79.58,2.95,21.64,0.46,0,3.19,22.35
KOTA PALANGKARAYA,6271,65.69,14.16,15.27,8.92,0.58,14.84,23.72
TANAH LAUT,6301,39.65,37.88,20.14,3.69,3.46,41.38,23.61
KOTA BARU,6302,64.51,19.12,15.87,1.89,3.54,22.04,17.65
