CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
BUNGO,1509,57.32,28.05,13.19,5.32,1.35,29.46,18.44
KOTA JAMBI,1571,50.52,18.74,14.84,17.19,3.67,22.05,31.74
SUNGAI PENUH,1572,78.54,6.33,9.75,5.12,0.94,7.12,14.74
OGAN KOMERING ULU,1601,43.23,20.39,28.37,7.17,6.49,26.27,35.18
OGAN KOMERING ILIR,1602,39.99,24.12,30.01,6.92,4.13,28.19,36.58
MUARA ENIM,1603,36.25,21.8,33.2,5.73,9.19,30.89,38.8
LAHAT,1604,49.9,29.19,13.36,5.53,6.97,35.76,18.79
MUSI RAWAS,1605,53.2,26.45,17.77,6.65,1.38,27.96,24.45
MUSI BANYUASIN,1606,53.92,27.29,16.19,4.23,4.08,31.42,20.36
BANYU ASIN,1607,39.96,24.47,17.65,16.52,7.01,31.17,33.79
OGAN KOMERING ULU SELATAN,1608,51.15,9.61,38.17,4.66,0.9,10.35,42.76
OGAN KOMERING ULU TIMUR,1609,31.77,20.2,42.99,9.15,1.48,21.46,51.59
OGAN ILIR,1610,33.78,26.11,23.94,7.65,13.81,39.49,31.23
EMPAT LAWANG,1611,53.46,28.64,16.86,2.35,3.13,31.77,19.47
PENUKAL ABAB LEMATANG ILIR,1612,66.91,24.11,10.44,3.89,2.31,26.1,14.39
MUSI RAWAS UTARA,1613,70.44,11.49,22.33,3.29,1.2,12.62,25.18
KOTA PALEMBANG,1671,39.98,26.01,13.68,17.59,8.52,34.29,30.96
KOTA PRABUMULIH,1672,40.37,31.12,11.06,12.9,11.65,42.07,23.68
KOTA PAGAR ALAM,1673,49.73,23.25,17.7,10.56,2.53,25.54,28.49
KOTA LUBUKLINGGAU,1674,53.61,26.32,11.54,12.27,1.87,28.75,23.77
BENGKULU SELATAN,1701,66.68,7.78,20.74,8.4,0.68,8.26,28.85
REJANG LEBONG,1702,42.12,27.7,24.55,9.84,0.82,28.63,34.33
BENGKULU UTARA,1703,71.11,9.66,20.83,1.69,0.84,10.47,22.19
KAUR,1704,73.16,10.43,17.61,2.72,1.14,11.65,19.48
SELUMA,1705,59.38,18.38,18.17,7.3,0.99,19.91,24.85
MUKOMUKO,1706,75.63,7.55,15.56,3.15,1.04,8.64,18.62
LEBONG,1707,70.63,7.18,23.68,1.47,0.81,8.28,25.14
KEPAHIANG,1708,61.6,24.83,14.08,3.17,0.49,25.36,17.16
BENGKULU TENGAH,1709,60.01,25,15.52,4.2,0.87,25.81,19.29
KOTA BENGKULU,1771,51.66,19.13,19.1,14.47,0.63,19.99,33.2
LAMPUNG BARAT,1801,35.4,25.81,38.92,3.82,1.31,26.68,42.64
TANGGAMUS,1802,43.62,28.36,23.05,8.11,1.45,30.09,30.91
LAMPUNG SELATAN,1803,23.31,28.1,30.3,17.24,5.58,33.52,47.15
LAMPUNG TIMUR,1804,31.7,25.07,30.9,5.58,10.68,35.36,36.41
LAMPUNG TENGAH,1805,27.41,29.56,32.77,7.45,6.99,36.27,39.9
LAMPUNG UTARA,1806,29.48,35.06,25.38,11.97,3.76,37.83,37.33
WAY KANAN,1807,35.48,21.74,39.53,4.99,2.64,24.83,44.24
TULANGBAWANG,1808,52.88,16.59,29.43,2.78,2.43,19.07,32.38
PESAWARAN,1809,29.58,27.24,24.37,10.03,12.99,39.87,34.4
PRINGSEWU,1810,29.66,21.74,32.02,9.14,12,32.89,40.82
MESUJI,1811,54.99,8.49,32.5,7.21,2.58,11.48,38.98
TULANG BAWANG BARAT,1812,43.68,23.14,33.24,3.64,2.1,24.45,35.46
PESISIR BARAT,1813,53.73,13.97,27.5,7.6,1.7,15.99,35.13
KOTA BANDAR LAMPUNG,1871,32.77,21.05,24.17,21.78,5.22,26.1,45.42
KOTA METRO,1872,31.82,21.34,25.92,16.64,8.33,29.91,42.45
BANGKA,1901,45.12,37.75,12.92,4.5,3.03,40.54,17.73
BELITUNG,1902,47.93,49.39,3.6,0.86,0.72,49.8,4.49
BANGKA BARAT,1903,54.86,29.48,13.69,2.81,3.29,33.02,16.38
BANGKA TENGAH,1904,38.02,50.77,10.07,2.58,2.31,52.92,12.13
BANGKA SELATAN,1905,39.67,51.72,6.12,2.8,3.17,54.4,8.48
BELITUNG TIMUR,1906,58.78,38.33,3.63,0.78,0.84,39.77,4.5
KOTA PANGKALPINANG,1971,44.34,35.38,13.94,6.11,4.73,39.81,19.89
KARIMUN,2101,71.4,14.87,9.43,3.57,1.73,16.5,12.82
BINTAN,2102,51.47,40.21,6.16,4.21,1.49,42.01,10.33
NATUNA,2103,75.97,15.51,3.13,1.09,6.37,22.03,4.28
LINGGA,2104,76.43,19.05,7.39,1.07,0.78,19.81,8.36
KEPULAUAN ANAMBAS,2105,91.87,2.28,1.48,0.87,5.91,8.8,1.41
KOTA BATAM,2171,58.97,18.24,11.78,11.87,2.46,20.67,23.52
KOTA TANJUNG PINANG,2172,60.56,29.23,5.69,5.9,1.29,30.51,11.71
KEPULAUAN SERIBU,3101,44.16,18.49,34.91,3.28,0,19.34,38.2
JAKARTA SELATAN,3171,39.06,20.05,28,12.25,5.02,24.88,39.92
JAKARTA TIMUR,3172,37.7,18.83,26.55,14.59,6.82,25.4,40.7
JAKARTA PUSAT,3173,35.65,19.33,28.49,12.44,7.85,27.02,40.5
JAKARTA BARAT,3174,34.38,19.55,28.59,14.4,7.21,26.58,42.57
JAKARTA UTARA,3175,32.48,20.94,29.25,13.54,7.76,28.54,42.42
BOGOR,3201,22.91,22.42,36.28,15.35,7.32,29.48,51.17
SUKABUMI,3202,14.74,21.17,58.31,6.24,3.48,24.54,64.11
CIANJUR,3203,17.61,36.29,41.81,6.12,2.61,38.71,47.66
BANDUNG,3204,31.27,34.02,16.9,13.3,8.85,42.53,29.99
GARUT,3205,34.63,30.75,15.3,17.28,7.26,37.62,32.29
TASIKMALAYA,3206,50.17,22.76,19.28,8.16,3.64,26.1,27.27
CIAMIS,3207,45.52,24.73,20.28,8.59,5.16,29.49,28.78
KUNINGAN,3208,27.5,30.08,25.2,18.8,2.73,32.77,43.62
CIREBON,3209,27.23,37.95,11.39,19.85,7.29,44.78,30.95
MAJALENGKA,3210,36.44,28.74,21.96,12.37,4.44,33.09,34.04
SUMEDANG,3211,38.72,29.43,18.85,10.33,7.25,36.37,29.11
INDRAMAYU,3212,26.89,48.01,9.74,15.04,2.78,50.52,24.57
SUBANG,3213,35.17,42.39,12.24,10.19,3.48,45.6,22.28
PURWAKARTA,3214,19.82,51.93,18.11,10.43,3.47,55.12,28.42
KARAWANG,3215,20.09,24.03,40.67,14.98,4.42,28.32,55.24
BEKASI,3216,30.87,18.16,31.44,15.77,8.09,26.05,46.62
BANDUNG BARAT,3217,26.35,38.64,21.07,11.11,6.96,45.16,32.06
PANGANDARAN,3218,58.66,15.36,21.26,3.55,4.52,19.59,24.55
KOTA BOGOR,3271,21.68,20.57,35.7,18.98,7.34,27.77,54.18
KOTA SUKABUMI,3272,17.02,22.61,50.62,10.08,3.05,26.33,60.13
KOTA BANDUNG,3273,34.33,26.92,17.52,17.64,8.37,34.93,34.89
KOTA CIREBON,3274,32.92,26.85,10.82,25.53,8.64,34.87,35.78
KOTA BEKASI,3275,31.82,18.72,27.27,18.43,8.49,27.03,44.96
KOTA DEPOK,3276,31.34,20.34,25.86,19.64,6.96,27.15,45.19
KOTA CIMAHI,3277,32.73,22.08,20.65,19.82,8.9,30.67,40.15
KOTA TASIKMALAYA,3278,40.87,28.98,18.62,12.47,3.43,32.34,30.79
KOTA BANJAR,3279,36.4,25.14,19.35,17.77,6.25,31.55,36.7
CILACAP,3301,24.65,17.99,26.12,10.01,24.64,42.3,35.86
BANYUMAS,3302,30.6,19.04,29.25,10.25,14.79,33.57,39.21
PURBALINGGA,3303,27.19,20.66,31.84,9.3,14.6,35.14,40.91
BANJARNEGARA,3304,39.99,13.43,25.16,7.99,17.13,30.35,32.87
KEBUMEN,3305,29.89,25.26,20.83,10.88,17.5,42.32,31.19
PURWOREJO,3306,41.71,12.53,22.74,10.78,15.94,28.19,33.32
WONOSOBO,3307,39.28,16.2,23.47,9.75,15.34,31.14,33.18
MAGELANG,3308,26.84,20.93,32.89,8.25,15.04,35.73,40.97
BOYOLALI,3309,29.75,14.54,34.55,8.43,16.39,30.88,42.52
KLATEN,3310,23.06,17.99,36.98,12.15,13.33,31.07,48.66
SUKOHARJO,3311,26.58,19.54,31.86,13.18,12.53,31.72,44.71
WONOGIRI,3312,45.43,18.32,20,9.51,10.74,28.76,29.19
KARANGANYAR,3313,32.52,17.8,28.3,12.76,12.04,29.82,40.67
SRAGEN,3314,37.55,14.77,24.08,7.59,19.2,33.58,31.73
GROBOGAN,3315,28.62,11.37,22.02,9.45,32.04,43.11,31.21
BLORA,3316,34.02,13.24,16.41,8.25,32.1,44.71,24.49
REMBANG,3317,35.54,14.13,13.54,14.84,25.37,38.8,28.37
PATI,3318,38.92,12.51,19.03,16.16,16.46,28.95,34.94
KUDUS,3319,21.03,18.82,36.66,12.71,14.58,33.01,49.1
JEPARA,3320,26.24,19.59,21.09,20.44,16.52,35.9,41.29
DEMAK,3321,21.99,15.28,23.26,14.68,28.44,43.31,37.79
SEMARANG,3322,25.01,20.64,30.82,11.61,15.56,35.8,42.23
TEMANGGUNG,3323,29.66,17.84,29.38,9.46,17.96,34.97,38.19
KENDAL,3324,23.44,30.01,16.75,16.14,17.15,46.53,32.96
BATANG,3325,33.08,20.18,35.37,7,7.92,27.93,41.91
PEKALONGAN,3326,23.09,18.07,44.74,9.1,8.75,26.6,53.11
PEMALANG,3327,27.02,31.75,22.16,11.24,11.87,43.08,33.18
TEGAL,3328,22.25,29.31,25.25,12.16,15.52,44.26,37
BREBES,3329,17.52,34.62,29.11,10.08,12.4,46.49,38.87
KOTA MAGELANG,3371,25.67,17.86,38.71,9.97,11.31,29.72,48.98
KOTA SURAKARTA,3372,31.73,17.42,27.77,16.44,10.88,28.06,44.06
KOTA SALATIGA,3373,27.37,19.93,31.88,11.16,12.15,32.02,42.99
KOTA SEMARANG,3374,30.23,16.55,21.84,19.35,16.08,32.36,40.87
KOTA PEKALONGAN,3375,18.71,25.74,40,12.27,7.63,33.36,51.45
KOTA TEGAL,3376,22.03,28.12,24,19.63,10.37,38.45,42.9
KULON PROGO,3401,32.95,20.42,24.64,9.68,15.72,36.48,33.29
BANTUL,3402,28.14,19.11,20.37,22.09,14.4,33.28,41.89
GUNUNG KIDUL,3403,30.02,27.59,17.65,8.97,20.05,46.78,26.56
SLEMAN,3404,36.41,19.47,20.34,16.24,11.65,30.87,36.28
KOTA YOGYAKARTA,3471,32.4,19.57,19.55,21.83,11.3,30.54,40.85
PACITAN,3501,45.94,41.17,7.02,4.26,4.1,45.03,11.39
PONOROGO,3502,43.64,17.54,22.89,9.8,8.23,25.53,32.8
TRENGGALEK,3503,61.85,18.39,15.98,3.38,2.07,20.47,19.7
TULUNGAGUNG,3504,35.33,13.81,42.83,7.42,2.8,16.38,50.31
BLITAR,3505,25.16,9.06,59.78,4.22,3.31,12.27,63.84
KEDIRI,3506,28.39,16.71,49.38,5.75,2.57,19.14,55.02
MALANG,3507,39.55,15.72,28.08,11.14,8.19,23.75,39.1
LUMAJANG,3508,40.18,20.11,33.5,4.21,3.98,24.22,37.78
JEMBER,3509,47.74,16.65,26.47,7.08,4.93,21.52,33.37
BANYUWANGI,3510,47.89,25.89,19.63,4.81,4.03,29.69,24.39
BONDOWOSO,3511,50.82,19.46,26.06,4.98,2.12,21.45,30.52
SITUBONDO,3512,47.63,24.1,20.55,8.03,2.89,27.14,28.14
PROBOLINGGO,3513,40.34,27.21,19.72,13.69,4.6,32,32.66
PASURUAN,3514,28.44,18.3,40.47,9.33,6.12,24.59,49.56
SIDOARJO,3515,32.32,19.18,25.69,16.87,9.56,28.57,42.18
MOJOKERTO,3516,26.02,18.85,45.32,7.35,5.87,24.56,52.11
JOMBANG,3517,24.92,15.34,52.71,6.3,3.77,19.13,58.7
NGANJUK,3518,34.59,17.94,38.63,8.32,3.08,20.92,46.73
MADIUN,3519,36.15,16.06,33.74,10.36,6.23,22.55,43.5
MAGETAN,3520,32.54,11.56,43.32,10.68,4.33,15.92,53.69
NGAWI,3521,33.77,14.3,44.48,5,4.96,19.21,49.36
BOJONEGORO,3522,35.09,13.69,37.32,7.36,9.86,23.46,44.33
TUBAN,3523,30.7,18.76,31.38,9.77,12.68,31.38,40.94
LAMONGAN,3524,24.12,12.78,52.12,7.41,6.25,18.9,58.87
GRESIK,3525,32.26,18.11,36.25,8.8,7.57,25.51,44.65
BANGKALAN,3526,25.44,42.35,25.38,6.25,4.03,46.15,31.36
SAMPANG,3527,22.58,54.2,17.95,5.29,2.28,56.39,23.1
PAMEKASAN,3528,22.02,62.67,11.01,5.53,2.04,64.43,16.9
SUMENEP,3529,29.02,60.24,8.04,3.29,1.89,61.81,11.3
KOTA KEDIRI,3571,33.48,16.58,43.05,9.21,2.6,18.72,51.47
KOTA BLITAR,3572,25.58,10.9,55.93,5.45,3.05,13.46,60.64
KOTA MALANG,3573,41.54,19.06,21.24,13.82,7.49,26.54,34.51
KOTA PROBOLINGGO,3574,45.36,20.65,16.91,17.14,3.77,23.99,33.25
KOTA PASURUAN,3575,31.35,27.75,29.37,9.78,5.36,32.71,38.61
KOTA MOJOKERTO,3576,24.64,17.76,44.56,8.83,6.26,23.92,53.98
KOTA MADIUN,3577,36.71,16.08,27,16.65,6.41,21.86,44
KOTA SURABAYA,3578,37.56,21.01,22.94,13.33,9.09,29.83,35.96
KOTA BATU,3579,42,17.61,24.94,12.44,6.14,24,37.1
PANDEGLANG,3601,16.53,52.38,25.17,7.08,2.48,54.57,32.08
LEBAK,3602,19.23,36.55,37.04,7.31,3.88,40.21,44.18
TANGERANG,3603,28.86,26.15,25.63,15.12,8.64,34.57,40.3
SERANG,3604,20.02,47.36,21.28,8.44,6.81,53.87,29.53
KOTA TANGERANG,3671,29.61,21.61,24.68,19.68,8.6,30.03,43.71
KOTA CILEGON,3672,29.03,38.91,10.91,20.63,4.86,43.35,31.6
KOTA SERANG,3673,22.85,47.86,11.72,17.81,4.34,51.78,29.38
KOTA TANGERANG SELATAN,3674,35.07,22.34,24.63,14.94,6.91,29.14,39.34
JEMBRANA,5101,24.48,44.16,20.8,3.61,9.44,53.08,23.71
TABANAN,5102,32.45,34.06,24.87,5.01,5.59,39.74,29.67
BADUNG,5103,38.96,27.92,20.5,7.43,6.61,34.5,27.81
GIANYAR,5104,33.05,39.84,16.74,6.05,5.18,45.04,22.85
KLUNGKUNG,5105,38.23,39.33,15.26,2.91,6.08,45.91,17.81
BANGLI,5106,34.2,45.06,15.27,1.69,4.79,49.68,17.16
KARANG ASEM,5107,35.23,29.71,26.41,2.73,7.56,37.18,28.89
BULELENG,5108,24.52,41.93,16.57,4.5,14.21,55.8,21.48
KOTA DENPASAR,5171,41.19,27.26,16.68,12.47,5.31,32.42,28.98
LOMBOK BARAT,5201,18.67,73.44,3.33,4.63,1.43,74.59,8.14
LOMBOK TENGAH,5202,12.86,79.29,4.14,3.63,0.98,80.41,7.67
LOMBOK TIMUR,5203,11.47,81.7,3.02,3.01,0.87,82.46,5.99
SUMBAWA,5204,66.3,29.42,4.48,1.47,1.98,31.36,6.16
DOMPU,5205,60.13,30.16,6.23,3.82,3.56,34.25,9.81
BIMA,5206,71.78,18.68,3.84,2.81,6.38,24.45,6.84
SUMBAWA BARAT,5207,81.57,15.99,3.08,1.56,1.71,17.18,4.62
LOMBOK UTARA,5208,31.62,64.75,1.96,3.23,0.79,65.16,5
KOTA MATARAM,5271,25.14,64.86,3.98,7.67,1.62,66.41,11.62
KOTA BIMA,5272,78.08,12.1,4.08,3.75,4.58,16.87,7.77
SUMBA BARAT,5301,89.82,1.55,5.19,7.39,0.37,2.02,12.06
SUMBA TIMUR,5302,84.67,2.55,4.99,9.04,2.07,4.67,13.77
KUPANG,5303,79.03,10.1,7.36,3.59,1.53,12.17,11.03
TIMOR TENGAH SELATAN,5304,91.28,3.5,3.79,3.52,0.62,4.03,7.43
TIMOR TENGAH UTARA,5305,88.06,5.52,5.24,2.7,0.5,5.96,7.7
BELU,5306,93.54,2.13,2.46,2.41,0.38,2.44,4.86
ALOR,5307,91.66,3.08,4.33,2.37,0.49,3.55,6.44
LEMBATA,5308,96.79,1.13,1.27,2.89,0.13,1.39,4.29
FLORES TIMUR,5309,91.01,1.52,4.63,5.23,0.36,1.87,9.63
SIKKA,5310,90.95,1.91,4.78,4.28,0.5,2.32,8.71
ENDE,5311,88.06,4.14,4.31,5.01,1.28,5.18,9.34
NGADA,5312,90.03,2.4,4.74,3.93,0.79,3.09,8.76
MANGGARAI,5313,84.16,6.09,5.47,7.68,0.84,6.81,12.76
ROTE NDAO,5314,93.1,1.84,3.63,3.2,0.35,2.71,6.57
MANGGARAI BARAT,5315,85.28,5.24,6.11,4.94,0.81,6.08,11.56
SUMBA TENGAH,5316,89.13,1.7,2.62,8.14,0,2.33,10.75
SUMBA BARAT DAYA,5317,90.48,1.51,5.1,5.16,0.89,2.43,10.29
NAGEKEO,5318,90.2,3.7,3.26,3.17,2.05,5.66,6.4
MANGGARAI TIMUR,5319,87.25,4.36,4.61,4.7,0.54,4.9,9.13
SABU RAIJUA,5320,100,0.7,0,0,0,0.63,0
MALAKA,5321,88.35,4.34,3.45,3.79,0.86,5.05,6.97
KOTA KUPANG,5371,78.36,10.3,9.77,3.88,1.58,11.79,13.51
SAMBAS,6101,37.14,24.42,26.61,11.21,0.89,25.42,37.55
BENGKAYANG,6102,40.79,18.27,35.42,9.16,1.22,18.92,44.32
LANDAK,6103,54.35,15.91,26.74,6.22,0.63,16.92,32.54
MEMPAWAH,6104,24.34,31.3,23.55,22.3,1.82,32.33,46.72
SANGGAU,6105,47.57,8.57,39.72,7.49,0.53,9.04,47.18
KETAPANG,6106,62.83,3.13,16.24,21.7,0.37,3.42,37.42
SINTANG,6107,51.92,7.24,41.28,3.96,0.39,7.49,45.04
KAPUAS HULU,6108,63.51,1.63,35.48,3.39,0.41,2.11,38.56
SEKADAU,6109,49.06,9.23,41.43,3.58,0.41,9.39,44.87
MELAWI,6110,71.8,2.23,25.98,3.42,0.14,2.51,28.4
KAYONG UTARA,6111,56.44,1.4,26.48,20.92,0.41,1.95,46.07
KUBU RAYA,6112,34.27,14.65,32.23,19.76,2.18,17.04,52.43
KOTA PONTIANAK,6171,32.62,14.24,28.54,27.43,1.86,15.84,55.26
KOTA SINGKAWANG,6172,28.54,25.85,20.06,26.27,2.19,27.92,46.13
KOTA WARINGIN BARAT,6201,48.87,10.18,42.24,3.82,0.69,10.61,45.87
KOTA WARINGIN TIMUR,6202,45.96,12.2,37.59,8.51,0.55,12.91,45.87
KAPUAS,6203,59.51,16.05,19.2,6.97,2.13,17.86,25.45
BARITO SELATAN,6204,80.94,6.39,12.55,2.17,0.47,7.02,14.98
BARITO UTARA,6205,75.62,2.75,25.79,1.39,0.36,2.98,26.98
SUKAMARA,6206,71.99,5.36,25.55,1.14,1.09,6.08,26.61
LAMANDAU,6207,71.27,3.37,29.25,1.29,0.39,3.57,30.94
SERUYAN,6208,65.53,4.46,32.64,1.12,0.52,5.09,33.96
KATINGAN,6209,66.52,7.96,25.15,5.45,0.67,8.4,30.36
PULANG PISAU,6210,71.45,13.79,15.41,1.52,0.79,14.97,16.95
GUNUNG MAS,6211,84.43,9.02,7.14,0.89,0.35,9.17,8.14
BARITO TIMUR,6212,69.3,10.45,20.34,1.81,0.87,11.31,20.88
MURUNG RAYA,6213,77.85,2.98,21.92,0.57,0.2,3.16,21.89
KOTA PALANGKARAYA,6271,65.51,14.82,14.87,8.63,0.68,15.39,23.67
TANAH LAUT,6301,39.1,38.76,19.61,3.58,3.35,42.08,22.89
KOTA BARU,6302,64.76,18.99,15.51,2.04,3.74,23.11,17.53
