CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
KOTA MEDAN,1275,51.13,32.35,10.51,11.03,5.2,36.9,21.06
KOTA BINJAI,1276,50.1,36.05,9.64,9.68,2.03,37.71,19.1
KOTA PADANGSIDIMPUAN,1277,60.43,33.18,7.26,8.94,0.68,33,15.7
GUNUNGSITOLI,1278,94.64,2.08,0.86,5.1,0.32,2.35,5.99
KEPULAUAN MENTAWAI,1301,92.04,6.95,1.17,0.78,1.41,8.2,2.65
PESISIR SELATAN,1302,68.18,27.14,4.08,7.37,0.45,27.1,11.21
SOLOK,1303,77.26,15.7,3.9,7.32,1.5,17.36,11.14
SIJUNJUNG,1304,91.52,5.97,2.52,3.17,0.26,6.19,5.54
TANAH DATAR,1305,56.93,24.04,14.68,9.82,2.49,25.89,23.92
PADANG PARIAMAN,1306,57.41,30.34,4.04,12.37,2.53,32.63,16.28
AGAM,1307,44.21,35.96,7.19,16.43,3.06,38.83,23.14
LIMA PULUH KOTA,1308,51.87,36.44,12.06,6.41,1.34,35.78,17.83
PASAMAN,1309,73.48,19.68,6.01,5.53,0.88,20.1,11.56
SOLOK SELATAN,1310,88.7,7.15,2.99,3.76,0.82,7.8,6.43
DHARMASRAYA,1311,73.83,22.23,4.61,6.54,0,23.01,10.89
PASAMAN BARAT,1312,61.81,24.98,8.27,8.63,3.67,28.37,16.3
KOTA PADANG,1371,59.71,28.11,4.16,12.96,2.41,30.16,17.06
KOTA SOLOK,1372,76.85,15.91,3.95,7.35,1.59,17.35,11.37
KOTA SAWAH LUNTO,1373,77.62,14.84,2.42,7.01,6.18,20.38,9.2
KOTA PADANG PANJANG,1374,55.26,26.18,6.16,14.44,4.89,31.19,20.76
KOTA BUKIT TINGGI,1375,49.1,36.62,4.93,13.02,3.65,40.26,17.74
PAYAKUMBUH,1376,60.11,25.44,7.25,12.29,1.78,27.33,18.79
KOTA PARIAMAN,1377,55.28,32.28,3.75,11.35,5.83,37.25,15.25
KUANTAN SINGINGI,1401,75.04,16.98,6.84,4.16,1.1,17.54,10.96
INDRAGIRI HULU,1402,76.63,18.16,2.82,6.89,0.51,18.56,9.82
INDRAGIRI HILIR,1403,80.95,15.92,1.95,5.01,0.41,16.41,6.88
PELALAWAN,1404,79.89,15.74,5.05,3.71,1.17,16.54,8.68
S I A K,1405,76.76,12.05,6.2,4.64,6.27,17.86,10.61
KAMPAR,1406,57.33,19.47,16.71,10.87,2.81,21.98,27.17
ROKAN HULU,1407,77.32,18.11,3.81,4.7,0.52,18.56,8.2
BENGKALIS,1408,72.13,21.74,3.41,5.45,1.13,22.87,8.71
ROKAN HILIR,1409,71.43,14.15,3.62,14.62,1.39,15.49,18.13
KEPULAUAN MERANTI,1410,81.17,10.47,1.38,6.69,0.64,11.53,8.49
KOTA PEKANBARU,1471,63.84,18.65,6.78,13.77,4.41,22.84,20.32
KOTA DUMAI,1473,65.22,24.6,4.01,9.08,3.94,28.26,13.01
KERINCI,1501,80.68,8.15,10.09,4.92,1.01,8.98,14.86
MERANGIN,1502,72.37,11.06,12.31,8.34,2.1,12.98,20.14
SAROLANGUN,1503,76.98,5.43,12.14,8.52,3.53,9,19.57
BATANG HARI,1504,57.59,17.45,23.56,6.47,1.37,18.8,29.33
MUARO JAMBI,1505,45.69,24.93,15.71,17.47,3.72,28.94,33.51
TANJUNG JABUNG TIMUR,1506,63.82,9.12,26.81,6.85,0.88,10.13,33.1
TANJUNG JABUNG BARAT,1507,65,16.64,13.92,6.54,3.06,19.61,20.6
TEBO,1508,66.82,16.3,13.51,8.56,0.7,16.77,21.54
BUNGO,1509,61.66,27.15,11.37,5.15,0.98,28.23,16.28
KOTA JAMBI,1571,57.58,18.46,13.46,15.07,3.16,21.43,28.2
SUNGAI PENUH,1572,79.74,8.47,9.39,6.22,0.58,8.82,15.81
OGAN KOMERING ULU,1601,45.33,23.51,26.88,7.45,5.78,28.46,34.23
OGAN KOMERING ILIR,1602,31.86,25.17,44.34,4.76,2.63,28.16,49.25
MUARA ENIM,1603,42.28,29.75,22.69,6.97,7.24,36.33,29.43
LAHAT,1604,49.37,31.38,14.69,5.32,7.1,37.81,19.94
MUSI RAWAS,1605,55.13,29.31,16.77,6.56,1.18,29.99,23.74
MUSI BANYUASIN,1606,52.93,31.17,16.65,4.77,3.22,33.49,21.64
BANYU ASIN,1607,43,27.82,15.21,14.52,7.31,34.59,29.39
OGAN KOMERING ULU SELATAN,1608,54,12.39,36.06,4.71,0.46,13.5,40.36
OGAN KOMERING ULU TIMUR,1609,33.47,23.07,42.34,9.62,1.06,23.54,50.82
OGAN ILIR,1610,35.08,31.34,30.33,6.55,7.71,38.4,36.37
EMPAT LAWANG,1611,55.45,32.57,15.05,3.37,2.43,34.43,18
PENUKAL ABAB LEMATANG ILIR,1612,59.32,22.86,21.16,4.19,1.25,24.24,25.66
MUSI RAWAS UTARA,1613,69.14,12.78,23.7,3.29,0.58,13.39,27.09
KOTA PALEMBANG,1671,43.55,27.09,14.73,14.91,8.13,34.61,29.21
KOTA PRABUMULIH,1672,41.32,30.54,11.01,12.92,12.28,42.74,23.27
KOTA PAGAR ALAM,1673,53.64,23.29,19.4,10.51,1.78,25.48,28.52
KOTA LUBUKLINGGAU,1674,53.73,27.33,13.82,11.24,1.88,29.13,25
BENGKULU SELATAN,1701,71.33,9.19,18.02,6.73,0.58,9.84,24.25
REJANG LEBONG,1702,45.01,27.59,24.91,9.95,0.43,27.83,34.23
BENGKULU UTARA,1703,76.22,11.6,15.51,1.86,0.67,12.21,17.15
KAUR,1704,75.46,9.18,14.49,2.58,0,9.54,17.39
SELUMA,1705,52.29,23.99,21.23,9.2,1.16,24.84,29.7
MUKOMUKO,1706,78.5,6.72,16.67,3.37,0.13,6.85,19.52
LEBONG,1707,66.33,7.92,26.14,1.81,0.64,8.37,28.56
KEPAHIANG,1708,61.03,28.71,12.91,3.51,0.29,28.61,16.35
BENGKULU TENGAH,1709,58.53,25.32,17.3,4.52,0.86,26.17,21.36
KOTA BENGKULU,1771,51.53,22.6,19.04,13.52,0.58,23.11,32.04
LAMPUNG BARAT,1801,40.45,29.51,34.12,3.71,0.65,30.07,36.58
TANGGAMUS,1802,45.57,30.88,22.76,8.35,0.89,31.81,30.4
LAMPUNG SELATAN,1803,26.35,32.88,29.01,14.66,5.01,37.51,43.15
LAMPUNG TIMUR,1804,35.12,29.52,28.38,5.19,9.46,37.97,33.21
LAMPUNG TENGAH,1805,27.95,34.11,30.94,8.1,6.18,39.73,38.88
LAMPUNG UTARA,1806,32.82,37.39,22.94,11.86,3.06,39.81,34.59
WAY KANAN,1807,35.71,29.36,35.52,5.11,1.71,30.65,40.01
TULANGBAWANG,1808,53.62,21.68,28.25,2.83,2.09,24.03,30.55
PESAWARAN,1809,22.76,29.32,34.25,14.92,6.26,35.27,48.47
PRINGSEWU,1810,32.14,24.98,30.91,8.86,10.72,34.98,39.75
MESUJI,1811,68.46,8.12,27.06,5.45,0.49,9.02,31.85
TULANG BAWANG BARAT,1812,47.5,25.14,30.33,4.22,1.27,26.17,33.29
PESISIR BARAT,1813,55.54,15.57,27.49,8.04,1.1,16.66,35.16
KOTA BANDAR LAMPUNG,1871,37.57,22.57,24.86,18.02,5.17,27.48,42.14
KOTA METRO,1872,32.15,25.89,25.68,15.24,8.54,34.01,40.51
BANGKA,1901,51,34.23,13.22,5.14,2.51,36.99,17.97
BELITUNG,1902,31.56,66.43,4.27,1.37,0.82,67.01,5.63
BANGKA BARAT,1903,55.83,29.69,14.46,3.12,2.93,31.9,17.76
BANGKA TENGAH,1904,51.94,35.51,11.03,3.59,2.6,38.18,15.07
BANGKA SELATAN,1905,66.05,29.44,5.23,2.22,2.43,31.97,7.31
BELITUNG TIMUR,1906,62.32,35.11,4.58,1.02,0.74,35.3,5.74
KOTA PANGKALPINANG,1971,45.35,36.83,14.19,5.8,4.56,41.26,19.62
KARIMUN,2101,71.65,17.67,9.81,4.33,1.4,18.51,13.73
BINTAN,2102,46.83,46.75,6.11,4.64,0.99,47.08,10.55
NATUNA,2103,75.14,21.79,2.94,1.48,4.26,25.85,4.35
LINGGA,2104,71.86,21.94,8.19,1.76,0.55,22.74,10.25
KEPULAUAN ANAMBAS,2105,92.83,3.68,1.52,0,6.21,9.83,2.03
KOTA BATAM,2171,60.18,19.93,11.08,11.44,2.1,21.87,22.27
KOTA TANJUNG PINANG,2172,60.82,30.66,6.55,5.85,0.97,31.66,12.27
KEPULAUAN SERIBU,3101,35.98,17.99,41.93,5.16,2.25,18.78,47.22
JAKARTA SELATAN,3171,41.81,20.77,27.91,11.84,5,25.57,38.91
JAKARTA TIMUR,3172,40.43,19.34,26.33,14.51,6.67,25.7,40.09
JAKARTA PUSAT,3173,39.78,19.76,27.9,11.69,7.57,27.09,38.97
JAKARTA BARAT,3174,37.5,20.15,28.75,13.43,7.16,26.95,41.37
JAKARTA UTARA,3175,36.16,21.81,28.45,12.9,7.54,29.03,40.62
BOGOR,3201,22.78,25.35,37.55,14.19,7.01,31.99,51.02
SUKABUMI,3202,16.78,22.41,57.44,5.55,3.37,25.58,62.26
CIANJUR,3203,18.83,37.61,42.28,5.9,2.33,39.81,47.92
BANDUNG,3204,35.48,37.24,15.89,11.75,8.02,44.65,27.35
GARUT,3205,40.29,32.27,14.74,16.01,6.54,38.22,30.27
TASIKMALAYA,3206,51.26,25.19,18.2,8.37,2.86,27.78,26.42
CIAMIS,3207,47.18,25.94,20.61,8.51,4.54,30.41,28.98
KUNINGAN,3208,28.4,30.5,26.36,19.28,2.24,32.49,44.99
CIREBON,3209,26.59,39.33,11.34,21.14,6.67,45.62,32.08
MAJALENGKA,3210,37.14,29.81,21.68,12.55,4.2,33.96,34.04
SUMEDANG,3211,41.4,31.28,18.84,10.93,6.54,37.24,29.12
INDRAMAYU,3212,28.86,48.06,10.25,14.65,2.49,50.33,24.66
SUBANG,3213,38.19,42.57,11.47,10.49,3.03,45.41,21.62
PURWAKARTA,3214,21.45,52.45,18.87,10.75,3.37,55.43,29.07
KARAWANG,3215,20.49,25.15,39.91,16.53,4.08,29.01,55.55
BEKASI,3216,27.98,20.73,34.38,15.92,7.94,28.35,49.21
BANDUNG BARAT,3217,27.35,44.57,18.48,10.57,6.61,50.61,28.55
PANGANDARAN,3218,59.96,16.89,20.35,4.01,3.69,20.6,24.21
KOTA BOGOR,3271,21.66,21.36,38.12,18.58,7.72,28.76,55.88
KOTA SUKABUMI,3272,17.11,22.87,55.18,8.55,2.97,25.66,62.98
KOTA BANDUNG,3273,36.89,30.04,17.16,16.1,8.29,37.86,32.76
KOTA CIREBON,3274,31.18,31.88,12.03,23.57,8.42,39.77,35
KOTA BEKASI,3275,31.73,19.48,29.86,19.46,7.25,26.43,48.21
KOTA DEPOK,3276,34.19,21.59,24.21,19.71,7.4,28.69,42.98
KOTA CIMAHI,3277,35.6,26.64,17.07,20.16,8.02,34.27,36.8
KOTA TASIKMALAYA,3278,45.91,28.19,18.9,10.96,2.7,30.76,29.35
KOTA BANJAR,3279,35.64,28.81,19.79,17.97,6,33.88,36.19
CILACAP,3301,27.89,20.39,25.89,9.43,22.64,42.28,34.91
BANYUMAS,3302,30.56,19.16,29.59,10.07,16.84,35.46,39.14
PURBALINGGA,3303,29.26,22.12,31.94,9.24,14.11,35.93,40.5
BANJARNEGARA,3304,43.35,16.43,23.2,7.85,15.73,31.79,30.72
KEBUMEN,3305,32.18,27.35,20.59,10.86,15.87,42.27,31.1
PURWOREJO,3306,42.29,14.16,23.64,9.95,15.8,29.34,33.36
WONOSOBO,3307,40.02,19.86,22.34,9.83,15.02,34,31.42
MAGELANG,3308,29.08,23.11,31.61,8.33,14.37,36.56,39.44
BOYOLALI,3309,32.87,15.3,34.5,8.13,14.89,29.79,41.98
KLATEN,3310,24.58,20.81,36.12,11.99,12.55,33.01,47.35
SUKOHARJO,3311,26.37,24.7,33.89,11.23,10,34.17,44.46
WONOGIRI,3312,49.96,18.78,19.19,9.33,9.28,27.85,27.86
KARANGANYAR,3313,33.12,19.9,31.61,10.48,10.3,29.85,41.65
SRAGEN,3314,39.6,16.6,23.31,7.54,18.28,34.1,30.45
GROBOGAN,3315,31.04,13.46,21.68,9.75,30.01,42.75,30.88
BLORA,3316,35.58,16.03,15.41,8.33,30.5,45.79,23.63
REMBANG,3317,35.83,16.1,13.51,14.61,24.86,40.56,27.34
PATI,3318,41.78,13.85,16.11,17.15,15.95,29.29,32.78
KUDUS,3319,23.06,20.53,35.83,12.64,13.72,33.79,48
JEPARA,3320,27.39,22.58,22.51,19.27,15.13,37.02,41
DEMAK,3321,23.68,17.27,23.22,13.68,27.95,44.8,36.33
SEMARANG,3322,27.06,22.8,29.71,10.94,15.67,38.01,40.26
TEMANGGUNG,3323,30.36,21.61,27.51,9.53,18.03,38.86,36.23
KENDAL,3324,24.32,32.84,17.01,16.9,15.06,46.9,33.22
BATANG,3325,33.96,23.32,33.27,6.95,7.84,31.01,39.76
PEKALONGAN,3326,26.23,19.72,44.21,8.44,8.45,27.8,51.54
PEMALANG,3327,28.52,32.17,22.08,12.54,11.1,42.71,34.34
TEGAL,3328,23.89,30.3,25.62,13.16,13.29,43.04,38.47
BREBES,3329,16.78,36.21,30.49,9.38,12.84,48.29,39.48
KOTA MAGELANG,3371,26.68,20.37,37.01,9.81,13.33,33.36,45.82
KOTA SURAKARTA,3372,33.26,18.6,28.13,15.94,11.38,29.55,43.29
KOTA SALATIGA,3373,28.25,22.24,32.69,11.04,11.86,33.75,43.71
KOTA SEMARANG,3374,31.6,17.76,20.96,19.56,17.03,34.19,39.99
KOTA PEKALONGAN,3375,21.23,26.64,39.75,11.56,7.52,33.71,50.64
KOTA TEGAL,3376,23.41,30.53,22.79,18.37,12.21,42.06,40.24
KULON PROGO,3401,35.97,23.56,23.99,9.27,14.16,37.32,33.44
BANTUL,3402,25.31,19.45,19.46,27.75,14.63,33.9,46.47
GUNUNG KIDUL,3403,29.21,31.29,17.47,8.61,19.72,50.42,25.69
SLEMAN,3404,36.39,21.57,21.73,15.83,11.44,32.49,37.23
KOTA YOGYAKARTA,3471,34.85,21.05,19.28,19.99,12.86,33.23,38.29
PACITAN,3501,48,41.99,7.05,4.01,3.19,45.16,10.84
PONOROGO,3502,43.4,19.59,22.78,9.64,7.97,27.24,31.78
TRENGGALEK,3503,61.97,21.06,14.61,3.29,1.36,22.36,17.78
TULUNGAGUNG,3504,35.91,15.67,41.11,7.44,2.64,18.34,48.22
BLITAR,3505,26.84,10.85,56.83,4.05,3.62,14.28,60.4
KEDIRI,3506,26.67,19.07,50.75,4.75,2.41,21.51,55.06
MALANG,3507,38.44,16.29,30.67,8.28,8.27,24.46,38.56
LUMAJANG,3508,39.24,24.14,31.02,4.61,3.68,27.67,35.53
JEMBER,3509,47.46,19.23,25.39,6.63,4.81,23.9,31.66
BANYUWANGI,3510,47.45,27.77,18.98,4.73,3.91,31.53,23.3
BONDOWOSO,3511,49.95,24.74,24.86,4.32,1.66,26.45,29.36
SITUBONDO,3512,45.89,27.31,20.09,8.01,2.28,30.04,27.61
PROBOLINGGO,3513,36.78,37.59,18.95,13.28,2.08,40.03,30.84
PASURUAN,3514,28.83,19.54,40.8,9.07,5.92,25.3,49.25
SIDOARJO,3515,31.93,20.5,26.11,18.67,8.89,28.99,43.99
MOJOKERTO,3516,26.76,21.2,43.64,6.97,6.16,26.99,50.66
JOMBANG,3517,23.38,17.75,54.24,5.82,3.54,21.16,59.66
NGANJUK,3518,34.73,20.87,37.26,8.33,2.86,23.59,45.14
MADIUN,3519,37,18.55,33.01,9.34,6.35,24.33,41.57
MAGETAN,3520,32.05,14.28,42.77,10.11,4.01,18.19,52.56
NGAWI,3521,33.6,17.33,43.4,5.01,4.65,21.38,48.31
BOJONEGORO,3522,36.19,16.09,35.57,7.26,9.76,25.68,42.49
TUBAN,3523,31.76,21.39,30.56,9.32,12.42,33.34,39.41
LAMONGAN,3524,24.99,14.47,50.93,8.06,5.79,20.39,58.42
GRESIK,3525,34.16,20.68,35.9,8.15,5.85,26.23,43.7
BANGKALAN,3526,26.19,48.91,22.89,5.39,2.89,51.6,27.98
SAMPANG,3527,25.78,57.97,15.49,4.54,1.83,59.65,19.97
PAMEKASAN,3528,22.06,66.15,10.98,6.11,1.71,67.48,17.04
SUMENEP,3529,29.96,61.86,9.13,3.67,0.63,62.5,12.5
KOTA KEDIRI,3571,31.3,18.93,44.83,7.78,2.44,21.25,52.16
KOTA BLITAR,3572,27.01,12.24,55.77,4.78,3.23,15.92,60.37
KOTA MALANG,3573,41.86,19.89,22.95,12.6,7.68,27.23,35.08
KOTA PROBOLINGGO,3574,43.58,27.41,16.99,16.09,3.39,30.4,32.21
KOTA PASURUAN,3575,29.75,29.46,32.32,7.98,5.27,34.62,39.91
KOTA MOJOKERTO,3576,24.65,20.81,46.14,8.66,6.22,26.35,53.97
KOTA MADIUN,3577,36.97,17.31,28.73,15.54,6.4,23.96,44.03
KOTA SURABAYA,3578,36.81,25.55,23.95,12.29,8.4,33.48,35.7
KOTA BATU,3579,42.77,19.43,24.38,12.59,6.44,25.12,36.83
PANDEGLANG,3601,17.71,53.68,24.62,7.12,2.64,55.86,31.31
LEBAK,3602,20.11,37.44,36.93,6.99,4.07,41.29,43.3
TANGERANG,3603,25.8,28.33,27.82,15.82,8.61,36.58,42.92
SERANG,3604,19.73,49.3,21.85,7.75,7.97,56.69,28.95
KOTA TANGERANG,3671,28.91,23.14,26.19,19.77,9.04,31.82,44.96
KOTA CILEGON,3672,29.65,41.07,10.53,21.48,4.85,45.41,31.35
KOTA SERANG,3673,22.15,50.08,13.88,16.03,5.33,54.72,29.23
KOTA TANGERANG SELATAN,3674,30.38,26.71,23.97,14.01,10.93,37.3,37.37
JEMBRANA,5101,24.97,45.56,18.93,4.46,9.54,53.78,22.88
TABANAN,5102,30.46,41.23,21.39,4.38,5.36,46.11,25.59
BADUNG,5103,40.16,28.39,21.7,6.29,6.52,34.55,27.83
GIANYAR,5104,33.38,41.35,16.4,5.64,5.42,46.24,22.29
KLUNGKUNG,5105,39.37,39.47,15.37,3.3,5.76,44.25,18.74
BANGLI,5106,32.4,44.89,16.98,2.83,5.26,50.27,19.78
KARANG ASEM,5107,32.36,35.96,25.29,3.49,6.38,42.29,28.47
BULELENG,5108,24.57,42.35,16.63,4.6,15.73,56.94,21.16
KOTA DENPASAR,5171,43.38,30.47,14.71,10.68,5.41,35.53,25.08
LOMBOK BARAT,5201,18.27,75.77,3.17,4.11,1.24,76.43,6.91
LOMBOK TENGAH,5202,15.3,78.61,4.41,3.85,0.74,79.27,8.21
LOMBOK TIMUR,5203,13.4,80.54,3.1,3.68,0.46,81.08,6.65
SUMBAWA,5204,65.22,33.17,3.77,1.59,0.39,33.48,5.18
DOMPU,5205,61.61,34.99,5.79,2.83,0.67,35.93,8.65
BIMA,5206,74.48,21.87,3.82,2.35,0.8,22.25,6.17
SUMBAWA BARAT,5207,82.92,15.16,3.08,1.78,0.45,15.92,4.65
LOMBOK UTARA,5208,33.54,64.32,1.88,3.02,0.54,63.99,4.77
KOTA MATARAM,5271,22.71,69.84,3.82,7.26,1.52,71.15,10.78
KOTA BIMA,5272,80,17.63,3.31,3.47,0.48,17.88,6.79
SUMBA BARAT,5301,91.63,2.46,3.72,5.77,0.44,2.64,9.39
SUMBA TIMUR,5302,87.39,4.15,3.6,8.33,0.44,4.58,11.24
KUPANG,5303,79.93,12.93,6.19,3.55,0.45,13.48,9.64
TIMOR TENGAH SELATAN,5304,87.51,6.44,4.54,4.48,0.28,6.45,8.83
TIMOR TENGAH UTARA,5305,84.55,7.02,4.83,2.88,0.2,7.25,7.35
BELU,5306,91.58,3.06,2.66,3.09,0.09,3.25,5.81
ALOR,5307,90.22,4.77,4.34,3.28,0,4.96,7.72
LEMBATA,5308,94.1,1.78,1.3,3.36,0.1,1.86,4.49
FLORES TIMUR,5309,91.84,2.56,3.34,5.55,0.12,2.75,8.8
SIKKA,5310,91.52,3.48,3.78,4.39,0.2,3.77,7.97
ENDE,5311,88.13,5.08,4.19,5.46,0.15,5.27,9.91
NGADA,5312,89.54,3.14,3.94,3.78,0.2,3.54,7.92
MANGGARAI,5313,86.99,6.22,4.42,7.1,0.1,6.3,11.35
ROTE NDAO,5314,88.41,3.92,3.57,3.19,0,4.12,6.84
MANGGARAI BARAT,5315,88.2,5.21,5.1,4.69,0.26,5.53,9.42
SUMBA TENGAH,5316,88.99,2.24,1.53,8.18,0.36,2.32,9.59
SUMBA BARAT DAYA,5317,91.76,2.69,3.26,4.73,0.39,3.23,8.07
NAGEKEO,5318,90.32,3.86,3.11,4.57,0.18,4.06,7.5
MANGGARAI TIMUR,5319,87.45,6.63,5.05,4.82,0.4,6.82,9.61
SABU RAIJUA,5320,98.67,0,0,0,0,0.63,0
MALAKA,5321,85.91,6.67,2.56,4.04,0.31,6.63,6.73
KOTA KUPANG,5371,81.56,11.32,8.3,3.23,0.18,11.46,11.36
SAMBAS,6101,37.75,27.15,24.79,11.58,0.35,27.39,35.62
BENGKAYANG,6102,42.9,19.12,34.11,9.66,0.55,19.45,41.5
LANDAK,6103,53.94,17.63,25.4,6.43,0.33,18.09,31.47
MEMPAWAH,6104,23.23,34.12,23.33,24.46,1.39,35.4,46.34
SANGGAU,6105,46.07,9.01,39.94,9.79,0.25,9.47,49.19
KETAPANG,6106,65.13,3.97,15.48,20.81,0.15,4,35.2
SINTANG,6107,52.96,7.49,42.23,3.96,0.1,7.7,45.88
KAPUAS HULU,6108,64.16,2.06,35.8,3.99,0.19,2.17,38.82
SEKADAU,6109,46.26,9.31,45.89,4.89,0.19,9.65,50.16
MELAWI,6110,74.57,2.2,23.97,4.11,0,2.27,27.81
KAYONG UTARA,6111,54.28,1.77,26.55,23.81,0,1.79,48.17
KUBU RAYA,6112,35.32,17.46,28.07,21.84,1.74,19.14,49.34
KOTA PONTIANAK,6171,35.91,16.55,27.25,25.46,1.62,18.16,51.44
KOTA SINGKAWANG,6172,28.77,25.71,20.28,27.39,2.38,28.1,47.08
KOTA WARINGIN BARAT,6201,50.21,12.03,40.47,4.35,0.26,12.29,44.27
KOTA WARINGIN TIMUR,6202,45.67,13.82,38.98,8.77,0.18,14.44,47.07
KAPUAS,6203,58.44,17.87,21.61,8.03,1.26,18.73,28.84
BARITO SELATAN,6204,77.29,9.56,14.18,3.01,0.29,9.75,16.87
BARITO UTARA,6205,75.87,3.85,24.04,1.15,0.14,4.09,25.42
SUKAMARA,6206,70.84,6.39,30.41,1.5,0.34,6.36,32.6
LAMANDAU,6207,68.96,3.27,33.47,1.18,0.22,3.43,33.52
SERUYAN,6208,68.47,4.71,30.01,1.46,0.13,5.02,30.53
KATINGAN,6209,65.97,7.44,26.5,5.64,0.14,7.5,32.29
PULANG PISAU,6210,63.74,23.87,17.79,2.41,0.3,24.38,19.66
GUNUNG MAS,6211,86.16,8.96,6.85,1.32,0.33,9.19,8.25
BARITO TIMUR,6212,71.6,8.76,22.4,1.44,0.25,8.97,22.28
MURUNG RAYA,6213,77.38,3.99,20.95,0.73,0.28,4.27,23.23
KOTA PALANGKARAYA,6271,70.51,14.16,13.64,7.23,0.15,14.32,20.72
TANAH LAUT,6301,40.6,37.56,23.04,3.9,2.73,39.69,26.32
KOTA BARU,6302,63.98,20.65,17.11,1.86,3.21,23.94,19.22
