CITY,CITY_ID,TSEL,XL,ISAT,THREE,SMARTFREN,XL+,IOH
LABUHAN BATU SELATAN,1222,70.3,21.78,4.55,8.17,0.87,22.95,12.8
LABUHAN BATU UTARA,1223,61.99,31.7,3.95,6.3,1.28,32.96,10.23
NIAS UTARA,1224,92.59,2.81,1.36,5.19,0.31,3.12,6.49
NIAS BARAT,1225,91.57,1.93,1.64,5.56,0,1.99,7.32
KOTA SIBOLGA,1271,77.07,17.94,1.64,5.77,1.28,19.09,7.36
KOTA TANJUNG BALAI,1272,51.57,38.69,2.92,8.18,1.4,40.72,11.36
KOTA PEMATANG SIANTAR,1273,57.85,31.96,3.63,8.62,4.02,34.98,12.15
KOTA TEBING TINGGI,1274,44.24,40.18,10.82,7.34,3.34,43.46,17.67
KOTA MEDAN,1275,46.36,28.76,11.8,14.07,4.82,33.34,25.61
KOTA BINJAI,1276,48.54,35.83,8.84,10.02,1.85,37.28,18.64
KOTA PADANGSIDIMPUAN,1277,62.27,26.54,7.56,7.69,0.75,28.48,15.33
GUNUNGSITOLI,1278,93.09,1.31,0.85,6.67,0.28,1.55,7.6
KEPULAUAN MENTAWAI,1301,98.17,1.67,1.08,0.83,0,2.33,1
PESISIR SELATAN,1302,63.28,29.9,3.57,6.22,0.71,30.13,10.19
SOLOK,1303,75.5,13.11,5.16,8.26,1.5,14.59,13.38
SIJUNJUNG,1304,88.7,7.26,2.91,2.49,1.08,8.37,5.55
TANAH DATAR,1305,56.54,23.8,11.58,9.61,2.9,26.59,21.37
PADANG PARIAMAN,1306,55.04,27.32,5.3,13.4,3.42,30.62,18.47
AGAM,1307,48.37,30.08,6.26,15.43,4.4,34.06,21.54
LIMA PULUH KOTA,1308,58.63,26.28,6.77,10.28,1.91,28.15,17.13
PASAMAN,1309,71.4,19.85,6.12,4.94,1.62,21.64,11.08
SOLOK SELATAN,1310,88.29,8.11,3.95,2.45,1.43,9.54,6.68
DHARMASRAYA,1311,69.47,20.8,5.7,6.28,1.24,22.14,11.87
PASAMAN BARAT,1312,61.01,25.08,6.25,7.25,4.78,29.95,13.88
KOTA PADANG,1371,58.27,27.61,4.12,12.24,2.4,29.82,16.41
KOTA SOLOK,1372,51.3,40.66,3.46,6.99,1.64,42.67,11
KOTA SAWAH LUNTO,1373,75.5,12.65,2.75,7.1,6.67,19.41,9.46
KOTA PADANG PANJANG,1374,53.82,26.59,5.64,15.21,4.95,32.46,20.73
KOTA BUKIT TINGGI,1375,49.72,29.22,5.1,16.81,3.79,32.61,22.19
PAYAKUMBUH,1376,57.39,24.79,6.63,12.64,2.05,27.37,19.2
KOTA PARIAMAN,1377,56.19,29.61,4.26,11.69,5.75,35.91,15.73
KUANTAN SINGINGI,1401,77.16,15.93,5.04,3.5,1.9,17.57,8.59
INDRAGIRI HULU,1402,72.88,17.29,2.79,9,1.16,18.41,11.94
INDRAGIRI HILIR,1403,80.08,14.87,2.8,4.02,1.11,16.23,6.99
PELALAWAN,1404,79.78,15.16,4.9,2.14,1.22,16.21,7.16
S I A K,1405,71.92,12.08,7.23,3.98,8.74,20.77,10.92
KAMPAR,1406,65.01,20.98,8.53,5.3,3.86,25.15,13.98
ROKAN HULU,1407,76.26,18.63,3.68,3.74,0.88,19.53,7.52
BENGKALIS,1408,68.73,21.87,4.04,5.57,1.18,22.97,9.4
ROKAN HILIR,1409,72.2,15.1,3.39,11.94,1.4,16.21,15.17
KEPULAUAN MERANTI,1410,83.25,9.27,1.22,5.85,0.72,10.16,7.1
KOTA PEKANBARU,1471,60,19.21,7.34,13.73,4.62,23.68,21.05
KOTA DUMAI,1473,63.52,24.79,4.07,7.46,4.03,28.93,11.4
KERINCI,1501,80.03,6.58,10.32,4.21,1.46,7.9,14.83
MERANGIN,1502,67.51,11.32,17.28,5.04,2.44,13.78,22.5
SAROLANGUN,1503,77.19,6.82,11.33,6.14,3.01,9.64,17.57
BATANG HARI,1504,53.99,24.55,16.84,7.45,2.86,27.51,24.11
MUARO JAMBI,1505,48.07,21.14,13.85,17.78,3.97,24.88,31.3
TANJUNG JABUNG TIMUR,1506,63.62,8.7,22.37,6.82,1.6,10.38,28.59
TANJUNG JABUNG BARAT,1507,63.87,16.4,12.64,5.5,5.93,22.36,18
TEBO,1508,58.46,23.85,13.65,8.32,1.29,25.22,21.56
BUNGO,1509,57.07,27.89,13.01,5.23,1.36,29.07,17.82
KOTA JAMBI,1571,50.84,18.75,14.71,16.8,3.77,22.09,31.42
SUNGAI PENUH,1572,80.4,6.79,8.83,5.16,0.99,7.63,14.01
OGAN KOMERING ULU,1601,43.31,20.82,28.5,7.32,6.38,26.68,35.06
OGAN KOMERING ILIR,1602,39.56,24.29,29.98,6.94,4.22,28.16,36.94
MUARA ENIM,1603,37.05,21.24,33.48,5.73,8.47,29.34,39.05
LAHAT,1604,50.21,28.7,13.4,5.28,7.27,35.48,18.89
MUSI RAWAS,1605,54.09,26.11,18.53,6.4,1.43,27.47,24.62
MUSI BANYUASIN,1606,53.93,27.95,16.13,4.16,3.81,31.94,20.22
BANYU ASIN,1607,39.99,24.12,17.87,16.17,7,30.81,33.71
OGAN KOMERING ULU SELATAN,1608,51.45,9.8,38.22,4.73,1.02,11.11,41.53
OGAN KOMERING ULU TIMUR,1609,31.57,19.98,42.31,9.2,1.59,21.75,50.99
OGAN ILIR,1610,34.09,26.59,24.23,7.1,13.65,39.49,31.45
EMPAT LAWANG,1611,54.97,29.54,17.56,2.49,3.06,31.76,19.82
PENUKAL ABAB LEMATANG ILIR,1612,64.69,22.95,10.23,3.79,2.43,25.66,14.17
MUSI RAWAS UTARA,1613,68.3,12.3,23.26,3,1.27,13.5,25.7
KOTA PALEMBANG,1671,40.04,25.92,13.74,17.75,8.52,34.19,31.13
KOTA PRABUMULIH,1672,40.8,30.53,10.67,12.31,11.64,41.99,23.38
KOTA PAGAR ALAM,1673,51.21,22.95,17.11,10.94,2.37,25.25,27.88
KOTA LUBUKLINGGAU,1674,54.69,25.62,11.37,11.81,2.04,27.6,22.85
BENGKULU SELATAN,1701,68.17,7.19,20.32,7.19,0.65,7.96,27.43
REJANG LEBONG,1702,42.12,27.75,24.85,9.6,0.86,28.48,33.9
BENGKULU UTARA,1703,71.21,9.72,19.98,1.6,0.85,10.69,21.57
KAUR,1704,70.64,10.01,16.91,2.49,1.13,11.3,19.75
SELUMA,1705,59.62,18.33,18.3,7.37,0.99,19.48,24.98
MUKOMUKO,1706,76.98,6.9,14.72,3.12,1.25,8.22,18.11
LEBONG,1707,73.05,6.08,23.72,1.1,0.75,6.67,24.49
KEPAHIANG,1708,62.05,24.8,13.98,3.1,0.59,24.73,17.01
BENGKULU TENGAH,1709,56.49,25.45,14.07,4.41,0.82,25.95,19.07
KOTA BENGKULU,1771,51.56,19.05,19.01,14.49,0.66,19.8,33.16
LAMPUNG BARAT,1801,34.93,26.97,38.46,3.68,1.63,28.48,42.29
TANGGAMUS,1802,44.13,28.27,22.8,7.66,1.56,29.64,30.86
LAMPUNG SELATAN,1803,23.65,27.54,30.42,17.2,5.72,33.12,47.19
LAMPUNG TIMUR,1804,32.02,24.99,30.41,5.68,10.63,35.3,36.06
LAMPUNG TENGAH,1805,27.3,29.63,32.7,7.54,7.2,36.65,39.99
LAMPUNG UTARA,1806,29.62,34.18,25.74,12.05,4.18,37.68,37.43
WAY KANAN,1807,34.68,22.53,39.72,5.07,2.85,24.91,45.28
TULANGBAWANG,1808,52.83,16.14,30.33,2.77,2.6,18.33,33.06
PESAWARAN,1809,29.27,28.03,24.66,10.1,13.5,40.52,34.66
PRINGSEWU,1810,30.32,21.55,31.78,9.5,11.51,32.62,40.82
MESUJI,1811,54.17,8.71,32.59,7.27,2.78,11.53,39.64
TULANG BAWANG BARAT,1812,44.59,23.23,31.71,3.17,2.08,25.53,35.55
PESISIR BARAT,1813,54.46,13.92,26.52,7.34,1.93,15.64,34.39
KOTA BANDAR LAMPUNG,1871,33.12,20.65,24.36,21.81,5.3,25.86,45.71
KOTA METRO,1872,33.08,21.28,25.11,16.41,8.52,29.46,41.19
BANGKA,1901,46.16,37.42,12.82,4.3,3.2,40.53,17.04
BELITUNG,1902,51.56,45.95,3.42,0.85,0.71,46.66,4.4
BANGKA BARAT,1903,55.2,29.86,13.29,2.55,3.34,33.54,16.04
BANGKA TENGAH,1904,36.46,54.21,8.74,2.21,2.09,55.83,10.83
BANGKA SELATAN,1905,36.08,57.19,5.24,2.45,2.97,59.62,7.69
BELITUNG TIMUR,1906,53.74,44.1,3.6,0.8,0.91,45.7,4.56
KOTA PANGKALPINANG,1971,44.43,35.57,13.33,6.48,4.77,39.77,20
KARIMUN,2101,71.55,14.73,8.97,3.29,1.77,16.55,12.13
BINTAN,2102,50.39,39.32,5.91,4.3,1.34,41.26,10.41
NATUNA,2103,77.84,14.07,3.1,1.08,5.71,20.14,4.05
LINGGA,2104,72.49,18.18,7.15,1.21,0.49,19.34,8.58
KEPULAUAN ANAMBAS,2105,89.46,3.07,0,0,6.22,8.78,1.68
KOTA BATAM,2171,58.69,18.24,11.95,11.82,2.58,20.7,23.62
KOTA TANJUNG PINANG,2172,60.6,29.05,5.47,5.44,1.34,30.28,11.12
KEPULAUAN SERIBU,3101,46.31,21.51,31.53,2.3,1.64,22.5,34.32
JAKARTA SELATAN,3171,38.74,20.24,28.02,12.14,5.08,25.19,39.8
JAKARTA TIMUR,3172,37.4,18.84,26.46,14.56,6.85,25.45,40.62
JAKARTA PUSAT,3173,35.84,19.5,28.68,12.17,7.77,27.09,40.56
JAKARTA BARAT,3174,34.23,19.74,28.66,14.34,7.31,26.89,42.5
JAKARTA UTARA,3175,32.41,21.13,29.34,13.33,7.82,28.75,42.34
BOGOR,3201,22.88,22.04,36.4,15.5,7.37,29.22,51.35
SUKABUMI,3202,14.71,21.27,58.21,6.14,3.59,24.77,63.95
CIANJUR,3203,17.41,36.38,41.52,6.08,2.72,38.82,47.27
BANDUNG,3204,30.87,34.36,16.91,13.45,8.96,42.98,30.11
GARUT,3205,34.32,30.93,15.51,17.38,7.34,37.91,32.57
TASIKMALAYA,3206,50.48,22.62,19.44,8,3.61,26.44,27.06
CIAMIS,3207,45.48,24.58,20.55,8.59,5.29,29.75,28.9
KUNINGAN,3208,27.28,30.13,25.16,18.52,2.66,32.79,43.21
CIREBON,3209,27.14,37.77,11.3,19.78,7.36,44.88,30.82
MAJALENGKA,3210,36.49,28.79,21.88,12.38,4.53,33.08,33.87
SUMEDANG,3211,38.53,29.4,19,10.42,7.25,36.42,29.13
INDRAMAYU,3212,26.94,48.44,9.69,15.07,2.72,51.02,24.58
SUBANG,3213,34.9,42.73,12.22,10.08,3.44,45.95,22.21
PURWAKARTA,3214,19.7,52.11,18.4,10.24,3.67,55.37,28.47
KARAWANG,3215,19.93,24.15,40.49,14.92,4.36,28.34,54.85
BEKASI,3216,30.82,18.32,31.16,15.59,8.31,26.46,46.26
BANDUNG BARAT,3217,26.58,39.21,20.66,10.94,7.01,45.88,31.32
PANGANDARAN,3218,58.09,15.94,20.97,3.48,4.76,20.3,24.14
KOTA BOGOR,3271,21.74,20.67,35.7,18.97,7.46,27.8,53.92
KOTA SUKABUMI,3272,17.01,22.96,51.2,10.28,3.19,26.22,60.59
KOTA BANDUNG,3273,33.92,26.99,17.62,17.44,8.48,35.23,34.78
KOTA CIREBON,3274,33.17,26.77,10.71,25.24,8.43,35.1,35.56
KOTA BEKASI,3275,32.18,18.87,27.04,17.94,8.46,27.16,44.45
KOTA DEPOK,3276,31.22,20.11,25.97,19.82,7.05,27.06,45.24
KOTA CIMAHI,3277,33.59,22.85,19.19,19.47,9.04,31.56,38.47
KOTA TASIKMALAYA,3278,41.01,29.3,18.78,12.31,3.57,32.67,30.6
KOTA BANJAR,3279,36.73,24.79,19.3,17.11,6.25,30.91,36.77
CILACAP,3301,24.98,18.02,25.99,9.86,24.63,42.2,35.6
BANYUMAS,3302,30.77,19.05,29.16,10.08,14.93,33.59,38.86
PURBALINGGA,3303,27.75,20.39,31.87,9.04,14.61,34.77,40.56
BANJARNEGARA,3304,40.08,13.43,24.49,7.98,17.31,30.83,32.42
KEBUMEN,3305,29.76,25.44,20.66,10.8,17.54,42.27,31.28
PURWOREJO,3306,41.6,12.03,23.32,11.2,15.92,28.31,34.31
WONOSOBO,3307,39.1,15.97,23.14,9.85,15.6,31.14,32.81
MAGELANG,3308,26.29,21.15,33.15,8.12,15.1,35.9,40.96
BOYOLALI,3309,29.63,14.2,34.68,8.37,16.45,30.51,42.84
KLATEN,3310,23.17,17.72,36.97,12.1,13.4,31.15,48.63
SUKOHARJO,3311,26.89,19.2,32.03,12.97,12.22,31.21,44.78
WONOGIRI,3312,44.74,18.28,20.24,9.45,11.04,29.29,29.33
KARANGANYAR,3313,32.52,17.73,28.48,12.75,12.12,29.71,40.84
SRAGEN,3314,37.2,14.42,24.34,7.7,18.92,33.12,31.9
GROBOGAN,3315,28.64,11.62,22.09,9.6,31.87,43.04,31.36
BLORA,3316,33.77,13.04,16.42,8.2,31.96,44.6,24.3
REMBANG,3317,35.66,14.33,13.45,14.73,25,38.6,28.47
PATI,3318,39.67,12.49,19.06,15.25,16.76,28.97,34.03
KUDUS,3319,20.81,18.78,36.79,12.73,14.4,33.01,49.14
JEPARA,3320,26.16,19.45,21.25,20.53,16.62,35.75,41.46
DEMAK,3321,22.15,15.3,23.62,14.48,28.07,43.14,37.6
SEMARANG,3322,25.08,20.59,31.18,11.31,15.45,35.9,42.1
TEMANGGUNG,3323,29.56,17.52,29.34,9.17,17.74,34.73,38.72
KENDAL,3324,23.82,30.14,16.84,15.79,17.01,46.85,32.54
BATANG,3325,33.4,19.98,35.09,6.84,7.8,28.06,41.99
PEKALONGAN,3326,23.39,18.15,44.77,8.68,8.88,26.64,53.17
PEMALANG,3327,26.79,31.84,22.15,11.27,11.83,43.23,33.2
TEGAL,3328,22.12,29.09,25.37,12.04,15.48,43.97,37.33
BREBES,3329,17.61,35.14,28.17,10.01,12.6,47.21,37.85
KOTA MAGELANG,3371,26.75,17.86,38.17,10.88,11.36,29.84,48.28
KOTA SURAKARTA,3372,31.89,17.48,27.96,16.38,11.04,28.12,43.82
KOTA SALATIGA,3373,27.32,21.28,32.42,11,12.09,32.02,42.52
KOTA SEMARANG,3374,29.98,16.59,22.37,19.53,15.76,32.09,41.56
KOTA PEKALONGAN,3375,19.05,25.71,39.86,12.22,7.36,32.96,51.78
KOTA TEGAL,3376,22.3,28.95,23.89,19.43,11.05,39.19,42.69
KULON PROGO,3401,32.79,20.98,24.74,9.52,16.25,36.64,34.1
BANTUL,3402,28.25,18.89,20.56,21.4,14.67,33.49,41.69
GUNUNG KIDUL,3403,29.93,27.77,17.9,8.94,20.48,47.53,26.53
SLEMAN,3404,35.92,19.64,20.47,16.41,11.69,31.05,36.6
KOTA YOGYAKARTA,3471,32.7,19.31,19.18,22.26,11.31,30.46,40.85
PACITAN,3501,45.64,42,7.13,4.06,4.25,45.63,11.31
PONOROGO,3502,43.71,17.8,22.81,9.69,8.05,25.52,32.1
TRENGGALEK,3503,61.45,18.42,15.68,3.47,2.07,21.03,19.35
TULUNGAGUNG,3504,35.35,13.63,42.82,7.5,2.98,16.35,50.09
BLITAR,3505,25.26,9.1,59.78,4.09,3.43,12.1,63.57
KEDIRI,3506,28.48,16.6,49.27,5.56,2.7,19.27,54.65
MALANG,3507,39.88,15.83,27.45,11.56,8.2,23.89,38.78
LUMAJANG,3508,40.37,20.09,33.38,4.12,4.19,24.32,37.54
JEMBER,3509,47.71,16.64,26.24,6.92,4.96,21.5,33.03
BANYUWANGI,3510,47.9,25.86,19.74,4.71,3.99,29.91,24.13
BONDOWOSO,3511,50.51,18.41,26.16,4.82,2.28,21.01,31.06
SITUBONDO,3512,47.46,24.34,19.97,8.15,2.9,27.25,27.7
PROBOLINGGO,3513,40.59,27.28,19.97,13.92,3.78,30.61,32.53
PASURUAN,3514,28.47,18.35,40.74,9.21,6.05,24.38,49.68
SIDOARJO,3515,32.32,19.33,25.68,16.65,9.94,29.12,42.02
MOJOKERTO,3516,25.87,19.02,45.07,7.26,6.07,24.99,51.93
JOMBANG,3517,25.19,15.39,52.17,6.18,3.95,19.34,58.07
NGANJUK,3518,34.67,17.99,38.69,8.37,3.13,21.08,46.61
MADIUN,3519,36.27,16.13,33.57,10.33,6.18,22.34,43.26
MAGETAN,3520,32.35,11.94,43.79,10.84,4.46,16.34,54.15
NGAWI,3521,33.25,14.24,45.25,5.15,4.76,19.26,49.65
BOJONEGORO,3522,35.32,13.49,37.13,7.52,9.99,23.18,44.44
TUBAN,3523,30.64,18.89,31.55,9.61,12.73,31.43,41.1
LAMONGAN,3524,24.03,12.6,52.14,7.48,6.42,18.81,59.56
GRESIK,3525,32.85,18.39,35.74,8.46,7.65,25.88,43.79
BANGKALAN,3526,25.8,42.07,25.21,6.02,3.94,45.88,31.11
SAMPANG,3527,22.31,54.24,17.62,5.32,2.48,56.18,22.84
PAMEKASAN,3528,21.52,63.1,10.75,5.61,2.25,64.88,16.53
SUMENEP,3529,29.33,60.24,7.95,3.24,2,62.09,11.26
KOTA KEDIRI,3571,33.85,15.75,41.95,8.84,2.73,19.17,50.67
KOTA BLITAR,3572,27.29,11.96,53.45,6.17,3.3,15.01,60.92
KOTA MALANG,3573,41.79,19.4,21.26,13.46,7.41,26.43,34.68
KOTA PROBOLINGGO,3574,45.92,20.48,16.33,16.89,4.17,24.77,33.5
KOTA PASURUAN,3575,31.73,27.63,29.35,9.16,5.26,33.22,38.65
KOTA MOJOKERTO,3576,24.51,18.14,46.2,8.81,6.63,24.84,54.6
KOTA MADIUN,3577,36.83,15.34,27,17.28,6.16,21.89,43.45
KOTA SURABAYA,3578,37.81,20.99,22.85,13.33,9.06,29.79,35.88
KOTA BATU,3579,41.64,18.17,25.13,12.31,6.41,24.48,36.97
PANDEGLANG,3601,16.38,52.23,25.47,6.93,2.36,54.43,32.13
LEBAK,3602,19.01,36.95,36.71,7.42,3.66,40.37,43.84
TANGERANG,3603,28.85,26.45,25.27,14.77,8.66,34.8,39.64
SERANG,3604,19.89,47.43,21.23,8.18,6.94,54.09,29.13
KOTA TANGERANG,3671,29.55,22.02,24.69,19.59,8.72,30.47,43.92
KOTA CILEGON,3672,28.62,39.35,10.93,20.9,4.86,44.05,31.46
KOTA SERANG,3673,22.72,48.13,11.79,17.64,4.42,52.26,29.06
KOTA TANGERANG SELATAN,3674,35.45,22.06,24.45,15,7.01,28.98,39.25
JEMBRANA,5101,24.64,44.24,19.73,3.55,9.29,53.54,23.62
TABANAN,5102,32.26,33.87,25.24,4.97,5.61,39.22,30.17
BADUNG,5103,38.32,27.9,21.29,7.36,6.56,34.28,28.58
GIANYAR,5104,33.11,40.09,16.84,6.02,5.15,45.08,22.97
KLUNGKUNG,5105,37.5,40.58,15.01,3.08,5.88,46.77,18.42
BANGLI,5106,35.19,45.07,14.39,1.75,4.77,49.39,16.09
KARANG ASEM,5107,36.09,30.48,25.07,2.84,7.24,37.49,27.65
BULELENG,5108,24.65,42.26,16.29,4.61,14.13,55.86,20.86
KOTA DENPASAR,5171,40.76,27.29,16.92,12.71,5.26,32.47,29.45
LOMBOK BARAT,5201,18.77,73.6,3.33,4.66,1.45,74.78,8.26
LOMBOK TENGAH,5202,12.73,79.87,3.98,3.66,1.02,80.69,7.55
LOMBOK TIMUR,5203,11.48,81.92,2.96,2.95,0.88,82.47,5.82
SUMBAWA,5204,65.81,29.43,4.48,1.53,2.42,31.66,6.15
DOMPU,5205,59.6,30.59,6.23,3.89,4.21,33.87,9.59
BIMA,5206,70.76,17.84,3.99,2.72,7.65,25.11,6.5
SUMBAWA BARAT,5207,81,15.98,2.86,1.64,1.86,17.59,4.56
LOMBOK UTARA,5208,32.42,63.39,1.75,3.27,0.88,64.5,5.07
KOTA MATARAM,5271,25.27,65.06,3.93,7.44,1.69,66.39,11.26
KOTA BIMA,5272,77.78,12.28,4.18,3.82,5.57,17.82,8.04
SUMBA BARAT,5301,87.71,1.7,5.42,7.41,0.63,2.37,12.4
SUMBA TIMUR,5302,83.68,2.38,5.23,9.09,2.52,4.79,13.84
KUPANG,5303,79.95,10.05,7.15,3.79,1.83,11.81,10.9
TIMOR TENGAH SELATAN,5304,91.65,3.26,3.9,3.48,0.62,3.81,7.13
TIMOR TENGAH UTARA,5305,88.68,5.07,4.75,2.7,0.59,5.76,7.85
BELU,5306,93.8,2.09,2.32,2.26,0.26,2.49,4.6
ALOR,5307,92.14,3.09,4.05,2.26,0.5,3.74,6.41
LEMBATA,5308,95.44,1.24,1.09,3.06,0.17,1.37,4.22
FLORES TIMUR,5309,90.34,1.4,4.38,5.24,0.44,1.94,9.78
SIKKA,5310,90.39,1.72,4.97,4.28,0.59,2.21,9.03
ENDE,5311,87.93,3.96,4.4,4.63,1.39,5.31,8.96
NGADA,5312,90.88,2.44,4.75,3.94,0.94,3.32,8.67
MANGGARAI,5313,84.5,5.97,5.18,7.73,1.07,7.16,12.84
ROTE NDAO,5314,90.21,2.23,3.81,3.52,0.38,2.87,7.47
MANGGARAI BARAT,5315,85.84,5.25,6.41,5.01,0.79,6.17,10.98
SUMBA TENGAH,5316,89.42,2.17,2.61,9.02,0.29,2.63,11.27
SUMBA BARAT DAYA,5317,90.62,1.52,5.34,5.14,1.11,2.57,10.67
NAGEKEO,5318,92.08,3.58,3.17,3.37,2.09,5.81,6.47
MANGGARAI TIMUR,5319,88.1,4.12,4.8,4.34,0.72,4.9,8.82
SABU RAIJUA,5320,99.56,0.44,0,0,0.37,0,0
MALAKA,5321,88.92,4.07,3.59,3.59,0.87,4.97,6.96
KOTA KUPANG,5371,78.82,9.96,9.5,3.86,1.9,11.82,13.24
SAMBAS,6101,36.97,24.66,26.33,11.3,1.03,25.85,37.46
BENGKAYANG,6102,40.07,18.51,35.12,9.34,1.32,19.7,44.09
LANDAK,6103,52.97,16.12,26.75,5.92,0.79,17.29,33.11
MEMPAWAH,6104,24.44,31.92,24.12,22.32,1.81,33.74,45.23
SANGGAU,6105,47.43,8.46,40.18,7.29,0.55,8.78,47.06
KETAPANG,6106,62.37,3.22,15.97,21.64,0.44,3.78,37.79
SINTANG,6107,52.49,7.35,40.81,3.83,0.42,8.13,44.19
KAPUAS HULU,6108,63.13,1.8,35.36,3.45,0.38,2.1,38.53
SEKADAU,6109,49.56,9.33,41.73,3.66,0.37,9.67,45.16
MELAWI,6110,70.98,2.37,26.4,3.57,0.18,2.77,30.04
KAYONG UTARA,6111,55.98,1.47,26.17,21.72,0.3,1.86,46.94
KUBU RAYA,6112,33.88,15.16,32.53,19.99,2.33,17.47,51.87
KOTA PONTIANAK,6171,32.97,14.1,28.33,27.2,1.81,15.95,54.93
KOTA SINGKAWANG,6172,28.71,26.11,19.97,26.2,2.3,28.23,45.71
KOTA WARINGIN BARAT,6201,49.34,10.19,41.5,3.68,0.77,11.15,44.89
KOTA WARINGIN TIMUR,6202,46.36,12.12,37.67,8.54,0.63,12.66,45.92
KAPUAS,6203,59.74,17.13,18.69,6.86,2.19,18.88,25.31
BARITO SELATAN,6204,83.06,6.27,12.22,2.12,0.48,6.83,14.54
BARITO UTARA,6205,76.55,2.74,24.58,1.25,0.38,3.02,25.66
SUKAMARA,6206,72.25,5.13,25.8,1.05,0.89,6.13,26.94
LAMANDAU,6207,70.83,3.34,28.15,1.1,0.45,3.65,29.64
SERUYAN,6208,62.79,4.79,34.55,1.3,0.47,5.29,35.18
KATINGAN,6209,65.54,8.1,24.66,5.6,0.78,8.76,30.09
PULANG PISAU,6210,73.59,14.27,13.84,1.27,0.65,15.41,14.21
GUNUNG MAS,6211,84.22,9.02,7.75,0.89,0.44,9.28,8.87
BARITO TIMUR,6212,70.19,11.02,19.19,1.77,1.13,10.99,22.5
MURUNG RAYA,6213,79.11,2.85,21.54,0.6,0.24,3.19,21.91
KOTA PALANGKARAYA,6271,65.53,14.99,14.43,8.76,0.72,15.7,22.75
TANAH LAUT,6301,38.71,39.38,18.43,3.63,3.45,42.84,22.53
KOTA BARU,6302,63.56,19.48,16.23,1.95,4.09,23.71,17.77
